window,method,policy,metric_id,metric_cn,direction,mean,std,p10,p50,p90,ci95_low,ci95_high,n,rank
全程,Greedy,Greedy,rho_selected_p10,远端信誉分位数(p10),higher,0.6695587496057154,0.06509942012466065,0.6842105388641357,0.6842105388641357,0.6842105388641357,0.6656524801294506,0.6735255992687866,1000,1.0
全程,当前算法(MAPPO),MAPPO,rho_selected_p10,远端信誉分位数(p10),higher,0.5421647018179298,0.12894732570362055,0.36000001370906826,0.5211123049259185,0.7048443812131882,0.5340492459320277,0.5497054627508671,1000,2.0
全程,CP-EFT,CP-EFT,rho_selected_p10,远端信誉分位数(p10),higher,0.49478187261223794,0.029093819940971235,0.5,0.5,0.5,0.4929327970270068,0.4964348519922048,1000,3.0
全程,Random,Random,rho_selected_p10,远端信誉分位数(p10),higher,0.4943932686984539,0.028663682345133758,0.5,0.5,0.5,0.49257002549290657,0.49610012883774934,1000,4.0
全程,EFT,EFT,rho_selected_p10,远端信誉分位数(p10),higher,0.4401516021668911,0.026552531799013193,0.4375,0.4375,0.4375,0.4385122384952754,0.4417748481602221,1000,5.0
全程,Static,Static,rho_selected_p10,远端信誉分位数(p10),higher,0.353444336771965,0.10274930575914423,0.3207547068595886,0.3207547068595886,0.40717319399118446,0.3473819659548998,0.3601147225052118,1000,6.0
全程,Local-Only,Local-Only,rho_selected_p10,远端信誉分位数(p10),higher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,7.0
末100,Greedy,Greedy,rho_selected_p10,远端信誉分位数(p10),higher,0.6842105388641357,0.0,0.6842105388641357,0.6842105388641357,0.6842105388641357,0.6842105388641357,0.6842105388641357,100,1.0
末100,当前算法(MAPPO),MAPPO,rho_selected_p10,远端信誉分位数(p10),higher,0.59907177105546,0.12363013161338401,0.39678680598735805,0.6338527739048004,0.75,0.5739633732043206,0.624045636434853,100,2.0
末100,CP-EFT,CP-EFT,rho_selected_p10,远端信誉分位数(p10),higher,0.5,0.0,0.5,0.5,0.5,0.5,0.5,100,3.0
末100,Random,Random,rho_selected_p10,远端信誉分位数(p10),higher,0.5,0.0,0.5,0.5,0.5,0.5,0.5,100,3.0
末100,EFT,EFT,rho_selected_p10,远端信誉分位数(p10),higher,0.4375,0.0,0.4375,0.4375,0.4375,0.4375,0.4375,100,4.0
末100,Static,Static,rho_selected_p10,远端信誉分位数(p10),higher,0.3207547068595886,0.0,0.3207547068595886,0.3207547068595886,0.3207547068595886,0.3207547068595886,0.3207547068595886,100,5.0
末100,Local-Only,Local-Only,rho_selected_p10,远端信誉分位数(p10),higher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,6.0
末300,Greedy,Greedy,rho_selected_p10,远端信誉分位数(p10),higher,0.6842105388641357,0.0,0.6842105388641357,0.6842105388641357,0.6842105388641357,0.6842105388641357,0.6842105388641357,300,1.0
末300,当前算法(MAPPO),MAPPO,rho_selected_p10,远端信誉分位数(p10),higher,0.5621080193420251,0.14238845771866457,0.3393633729219437,0.6000000238418579,0.7343589901924136,0.546507936398685,0.5776952166967094,300,2.0
末300,CP-EFT,CP-EFT,rho_selected_p10,远端信誉分位数(p10),higher,0.5,0.0,0.5,0.5,0.5,0.5,0.5,300,3.0
末300,Random,Random,rho_selected_p10,远端信誉分位数(p10),higher,0.5,0.0,0.5,0.5,0.5,0.5,0.5,300,3.0
末300,EFT,EFT,rho_selected_p10,远端信誉分位数(p10),higher,0.4375,0.0,0.4375,0.4375,0.4375,0.4375,0.4375,300,4.0
末300,Static,Static,rho_selected_p10,远端信誉分位数(p10),higher,0.3207547068595886,0.0,0.3207547068595886,0.3207547068595886,0.3207547068595886,0.3207547068595886,0.3207547068595886,300,5.0
末300,Local-Only,Local-Only,rho_selected_p10,远端信誉分位数(p10),higher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,6.0
末500,Greedy,Greedy,rho_selected_p10,远端信誉分位数(p10),higher,0.6842105388641357,0.0,0.6842105388641357,0.6842105388641357,0.6842105388641357,0.6842105388641357,0.6842105388641357,500,1.0
末500,当前算法(MAPPO),MAPPO,rho_selected_p10,远端信誉分位数(p10),higher,0.5621774861216545,0.1370768377167205,0.35387818813323973,0.585370060801506,0.7272727489471436,0.5499745086911321,0.573650621317774,500,2.0
末500,CP-EFT,CP-EFT,rho_selected_p10,远端信誉分位数(p10),higher,0.5,0.0,0.5,0.5,0.5,0.5,0.5,500,3.0
末500,Random,Random,rho_selected_p10,远端信誉分位数(p10),higher,0.5,0.0,0.5,0.5,0.5,0.5,0.5,500,3.0
末500,EFT,EFT,rho_selected_p10,远端信誉分位数(p10),higher,0.4375,0.0,0.4375,0.4375,0.4375,0.4375,0.4375,500,4.0
末500,Static,Static,rho_selected_p10,远端信誉分位数(p10),higher,0.3207547068595886,0.0,0.3207547068595886,0.3207547068595886,0.3207547068595886,0.3207547068595886,0.3207547068595886,500,5.0
末500,Local-Only,Local-Only,rho_selected_p10,远端信誉分位数(p10),higher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,6.0
全程,Greedy,Greedy,subtask_success_rate,子任务成功率,higher,94.624768773996,3.335103622937872,95.02369668246445,95.02369668246445,95.02369668246445,94.40750991480907,94.81319792582987,1000,1.0
全程,当前算法(MAPPO),MAPPO,subtask_success_rate,子任务成功率,higher,92.69648475413584,16.648009145904638,79.07397504456328,99.02912621359225,100.0,91.66632464919016,93.67576716974023,1000,2.0
全程,Local-Only,Local-Only,subtask_success_rate,子任务成功率,higher,89.46524222253687,1.535737766708911,89.08629441624365,89.08629441624365,89.34004166952859,89.37447453223453,89.56534332540171,1000,3.0
全程,EFT,EFT,subtask_success_rate,子任务成功率,higher,66.3617488959858,3.249720553795124,66.5083135391924,66.5083135391924,66.5083135391924,66.14392958787265,66.55975820840821,1000,4.0
全程,Static,Static,subtask_success_rate,子任务成功率,higher,63.79959639125451,10.4785315340854,60.14319809069213,60.14319809069213,84.43748115604946,63.183190440389936,64.45541290922817,1000,5.0
全程,CP-EFT,CP-EFT,subtask_success_rate,子任务成功率,higher,63.07712489447149,3.280984135126223,62.87015945330297,62.87015945330297,62.87015945330297,62.88541840863087,63.28953596073625,1000,6.0
全程,Random,Random,subtask_success_rate,子任务成功率,higher,17.224728337757448,1.4398238187277137,17.32101616628175,17.32101616628175,17.32101616628175,17.13622480046514,17.31470184770195,1000,7.0
末100,当前算法(MAPPO),MAPPO,subtask_success_rate,子任务成功率,higher,98.11849011932368,3.879180188312833,94.66668157024054,99.52772852475104,100.0,97.25328912734645,98.8167060599889,100,1.0
末100,Greedy,Greedy,subtask_success_rate,子任务成功率,higher,95.02369668246448,2.856489275186539e-14,95.02369668246445,95.02369668246445,95.02369668246445,95.02369668246448,95.02369668246448,100,2.0
末100,Local-Only,Local-Only,subtask_success_rate,子任务成功率,higher,89.08629441624363,1.4282446375932695e-14,89.08629441624365,89.08629441624365,89.08629441624365,89.08629441624363,89.08629441624363,100,3.0
末100,EFT,EFT,subtask_success_rate,子任务成功率,higher,66.5083135391924,0.0,66.5083135391924,66.5083135391924,66.5083135391924,66.5083135391924,66.5083135391924,100,4.0
末100,CP-EFT,CP-EFT,subtask_success_rate,子任务成功率,higher,62.87015945330299,2.1423669563899043e-14,62.87015945330297,62.87015945330297,62.87015945330297,62.87015945330299,62.87015945330299,100,5.0
末100,Static,Static,subtask_success_rate,子任务成功率,higher,60.14319809069213,0.0,60.14319809069213,60.14319809069213,60.14319809069213,60.14319809069213,60.14319809069213,100,6.0
末100,Random,Random,subtask_success_rate,子任务成功率,higher,17.32101616628175,0.0,17.32101616628175,17.32101616628175,17.32101616628175,17.32101616628175,17.32101616628175,100,7.0
