episode,reward,task_sr,subtask_sr,task_duration,completed_tasks,energy,ratio_local,ratio_rsu,ratio_v2v,actor_loss,critic_loss,entropy
191,4.502600058913231,0.0,0.10810810810810811,0.0,0,0.0,0.0,1.0,0.0,0.025016897999578052,0.4236524381571346,2.2998372952143353
192,4.388493672013283,0.0,0.1016949152542373,0.0,0,0.0,0.0,1.0,0.0,0.0018740238311390081,0.35533786863088607,2.316536479526096
193,4.4051580131053925,0.0,0.10714285714285714,0.0,0,0.0,0.0,1.0,0.0,0.0012332123497294056,0.3754828546196222,2.307418484157986
194,4.334064573049545,0.0,0.10084033613445378,0.0,0,0.0,0.0,1.0,0.0,0.00025306779684291944,0.421784076674117,2.325681569841173
195,4.110758006572723,0.0,0.10526315789473684,0.0,0,0.0,0.0,1.0,0.0,0.00255437387774388,0.3164877550469504,2.317268798086378
196,4.058629646897316,0.0,0.1016949152542373,0.0,0,0.0,0.0,1.0,0.0,-3.668558266427782e-05,0.3145308741264873,2.2774375995000202
197,4.809731617569923,0.0,0.10810810810810811,0.0,0,0.0,0.0,1.0,0.0,-0.003806360862735245,0.507467067738374,2.273058697912428
198,5.9825703501701355,0.0,0.10526315789473684,0.0,0,0.0,0.0,1.0,0.0,-0.0008412027472837104,0.6119603721631898,2.2686343166563248
199,2.937684580683708,0.0,0.10344827586206896,0.0,0,0.0,0.0,1.0,0.0,0.000285294558852911,0.14893205190698305,2.305826497077942
200,4.2258307337760925,0.0,0.10344827586206896,0.0,0,0.0,0.0,1.0,0.0,0.002484724132551087,0.23870866596698762,2.3216105540593466
