phase,method,policy,metric_id,metric_cn,direction,mean,std,n,matched_k,stat_basis
后期,LB-Greedy,LB-Greedy,subtask_success_rate,子任务成功率,higher,51.46713176040132,10.566434376262455,120,120,matched_tail_raw_baseline
后期,Local-Only,Local-Only,subtask_success_rate,子任务成功率,higher,92.32782643962501,3.079670385237655,120,120,matched_tail_raw_baseline
后期,Random,Random,subtask_success_rate,子任务成功率,higher,11.616278594903855,3.5660944751265924,120,120,matched_tail_raw_baseline
后期,Static,Static,subtask_success_rate,子任务成功率,higher,92.29592566826098,7.710223782596462,120,120,matched_tail_raw_baseline
后期,当前算法(MAPPO),MAPPO,subtask_success_rate,子任务成功率,higher,96.28871603999696,5.142427473142411,120,120,matched_tail_raw_baseline
中期,CP-EFT,CP-EFT,task_success_rate,任务成功率,higher,25.166666666666668,11.056260505186346,120,120,matched_tail_raw_baseline
中期,EFT,EFT,task_success_rate,任务成功率,higher,28.5,12.171740241403514,120,120,matched_tail_raw_baseline
中期,Greedy,Greedy,task_success_rate,任务成功率,higher,70.58333333333333,20.703827167549328,120,120,matched_tail_raw_baseline
中期,LB-Greedy,LB-Greedy,task_success_rate,任务成功率,higher,20.791666666666668,10.865793859192996,120,120,matched_tail_raw_baseline
中期,Local-Only,Local-Only,task_success_rate,任务成功率,higher,71.04166666666667,9.955696678713318,120,120,matched_tail_raw_baseline
中期,Random,Random,task_success_rate,任务成功率,higher,0.125,0.7838978239026613,120,120,matched_tail_raw_baseline
中期,Static,Static,task_success_rate,任务成功率,higher,69.04166666666667,18.923728305944334,120,120,matched_tail_raw_baseline
中期,当前算法(MAPPO),MAPPO,task_success_rate,任务成功率,higher,85.04166666666667,17.6627585392454,120,120,matched_tail_raw_baseline
前期,CP-EFT,CP-EFT,task_success_rate,任务成功率,higher,25.166666666666668,11.056260505186346,120,120,matched_tail_raw_baseline
前期,EFT,EFT,task_success_rate,任务成功率,higher,28.5,12.171740241403514,120,120,matched_tail_raw_baseline
前期,Greedy,Greedy,task_success_rate,任务成功率,higher,70.58333333333333,20.703827167549328,120,120,matched_tail_raw_baseline
前期,LB-Greedy,LB-Greedy,task_success_rate,任务成功率,higher,20.791666666666668,10.865793859192996,120,120,matched_tail_raw_baseline
前期,Local-Only,Local-Only,task_success_rate,任务成功率,higher,71.04166666666667,9.955696678713318,120,120,matched_tail_raw_baseline
前期,Random,Random,task_success_rate,任务成功率,higher,0.125,0.7838978239026613,120,120,matched_tail_raw_baseline
前期,Static,Static,task_success_rate,任务成功率,higher,69.04166666666667,18.923728305944334,120,120,matched_tail_raw_baseline
前期,当前算法(MAPPO),MAPPO,task_success_rate,任务成功率,higher,85.79166666666667,17.64490824897783,120,120,matched_tail_raw_baseline
后期,CP-EFT,CP-EFT,task_success_rate,任务成功率,higher,25.166666666666668,11.056260505186346,120,120,matched_tail_raw_baseline
后期,EFT,EFT,task_success_rate,任务成功率,higher,28.5,12.171740241403514,120,120,matched_tail_raw_baseline
后期,Greedy,Greedy,task_success_rate,任务成功率,higher,70.58333333333333,20.703827167549328,120,120,matched_tail_raw_baseline
后期,LB-Greedy,LB-Greedy,task_success_rate,任务成功率,higher,20.791666666666668,10.865793859192996,120,120,matched_tail_raw_baseline
后期,Local-Only,Local-Only,task_success_rate,任务成功率,higher,71.04166666666667,9.955696678713318,120,120,matched_tail_raw_baseline
后期,Random,Random,task_success_rate,任务成功率,higher,0.125,0.7838978239026613,120,120,matched_tail_raw_baseline
后期,Static,Static,task_success_rate,任务成功率,higher,69.04166666666667,18.923728305944334,120,120,matched_tail_raw_baseline
后期,当前算法(MAPPO),MAPPO,task_success_rate,任务成功率,higher,82.54166666666667,19.67163031412715,120,120,matched_tail_raw_baseline
中期,CP-EFT,CP-EFT,time_limit_rate,时间上限截断率,lower,88.33333333333333,32.23686843157241,120,120,matched_tail_raw_baseline
中期,EFT,EFT,time_limit_rate,时间上限截断率,lower,85.83333333333333,35.01700267285132,120,120,matched_tail_raw_baseline
中期,Greedy,Greedy,time_limit_rate,时间上限截断率,lower,0.0,0.0,120,120,matched_tail_raw_baseline
中期,LB-Greedy,LB-Greedy,time_limit_rate,时间上限截断率,lower,91.66666666666667,27.75442529128103,120,120,matched_tail_raw_baseline
中期,Local-Only,Local-Only,time_limit_rate,时间上限截断率,lower,0.0,0.0,120,120,matched_tail_raw_baseline
中期,Random,Random,time_limit_rate,时间上限截断率,lower,100.0,0.0,120,120,matched_tail_raw_baseline
中期,Static,Static,time_limit_rate,时间上限截断率,lower,0.0,0.0,120,120,matched_tail_raw_baseline
中期,当前算法(MAPPO),MAPPO,time_limit_rate,时间上限截断率,lower,0.0,0.0,120,120,matched_tail_raw_baseline
前期,CP-EFT,CP-EFT,time_limit_rate,时间上限截断率,lower,88.33333333333333,32.23686843157241,120,120,matched_tail_raw_baseline
前期,EFT,EFT,time_limit_rate,时间上限截断率,lower,85.83333333333333,35.01700267285132,120,120,matched_tail_raw_baseline
前期,Greedy,Greedy,time_limit_rate,时间上限截断率,lower,0.0,0.0,120,120,matched_tail_raw_baseline
前期,LB-Greedy,LB-Greedy,time_limit_rate,时间上限截断率,lower,91.66666666666667,27.75442529128103,120,120,matched_tail_raw_baseline
前期,Local-Only,Local-Only,time_limit_rate,时间上限截断率,lower,0.0,0.0,120,120,matched_tail_raw_baseline
前期,Random,Random,time_limit_rate,时间上限截断率,lower,100.0,0.0,120,120,matched_tail_raw_baseline
前期,Static,Static,time_limit_rate,时间上限截断率,lower,0.0,0.0,120,120,matched_tail_raw_baseline
前期,当前算法(MAPPO),MAPPO,time_limit_rate,时间上限截断率,lower,1.6666666666666667,12.85558658492785,120,120,matched_tail_raw_baseline
后期,CP-EFT,CP-EFT,time_limit_rate,时间上限截断率,lower,88.33333333333333,32.23686843157241,120,120,matched_tail_raw_baseline
后期,EFT,EFT,time_limit_rate,时间上限截断率,lower,85.83333333333333,35.01700267285132,120,120,matched_tail_raw_baseline
后期,Greedy,Greedy,time_limit_rate,时间上限截断率,lower,0.0,0.0,120,120,matched_tail_raw_baseline
后期,LB-Greedy,LB-Greedy,time_limit_rate,时间上限截断率,lower,91.66666666666667,27.75442529128103,120,120,matched_tail_raw_baseline
后期,Local-Only,Local-Only,time_limit_rate,时间上限截断率,lower,0.0,0.0,120,120,matched_tail_raw_baseline
后期,Random,Random,time_limit_rate,时间上限截断率,lower,100.0,0.0,120,120,matched_tail_raw_baseline
后期,Static,Static,time_limit_rate,时间上限截断率,lower,0.0,0.0,120,120,matched_tail_raw_baseline
后期,当前算法(MAPPO),MAPPO,time_limit_rate,时间上限截断率,lower,0.0,0.0,120,120,matched_tail_raw_baseline
中期,CP-EFT,CP-EFT,trust_failure_rate,信誉失败率,lower,0.22320020697286372,0.07657873440000133,120,120,matched_tail_raw_baseline
中期,EFT,EFT,trust_failure_rate,信誉失败率,lower,0.22672917548360083,0.06735787790300107,120,120,matched_tail_raw_baseline
中期,Greedy,Greedy,trust_failure_rate,信誉失败率,lower,0.23081271786994562,0.11911653306871214,120,120,matched_tail_raw_baseline
中期,LB-Greedy,LB-Greedy,trust_failure_rate,信誉失败率,lower,0.2260343924542232,0.07067302983685637,120,120,matched_tail_raw_baseline
中期,Local-Only,Local-Only,trust_failure_rate,信誉失败率,lower,0.0,0.0,120,120,matched_tail_raw_baseline
中期,Random,Random,trust_failure_rate,信誉失败率,lower,0.22323251397372582,0.07310293257120888,120,120,matched_tail_raw_baseline
中期,Static,Static,trust_failure_rate,信誉失败率,lower,0.22529422019205123,0.12454236947374787,120,120,matched_tail_raw_baseline
中期,当前算法(MAPPO),MAPPO,trust_failure_rate,信誉失败率,lower,0.21835630410063367,0.09497094763763,120,120,matched_tail_raw_baseline
前期,CP-EFT,CP-EFT,trust_failure_rate,信誉失败率,lower,0.22320020697286372,0.07657873440000133,120,120,matched_tail_raw_baseline
前期,EFT,EFT,trust_failure_rate,信誉失败率,lower,0.22672917548360083,0.06735787790300107,120,120,matched_tail_raw_baseline
前期,Greedy,Greedy,trust_failure_rate,信誉失败率,lower,0.23081271786994562,0.11911653306871214,120,120,matched_tail_raw_baseline
前期,LB-Greedy,LB-Greedy,trust_failure_rate,信誉失败率,lower,0.2260343924542232,0.07067302983685637,120,120,matched_tail_raw_baseline
前期,Local-Only,Local-Only,trust_failure_rate,信誉失败率,lower,0.0,0.0,120,120,matched_tail_raw_baseline
前期,Random,Random,trust_failure_rate,信誉失败率,lower,0.22323251397372582,0.07310293257120888,120,120,matched_tail_raw_baseline
前期,Static,Static,trust_failure_rate,信誉失败率,lower,0.22529422019205123,0.12454236947374787,120,120,matched_tail_raw_baseline
前期,当前算法(MAPPO),MAPPO,trust_failure_rate,信誉失败率,lower,0.22606833581586444,0.11246101382910464,120,120,matched_tail_raw_baseline
后期,CP-EFT,CP-EFT,trust_failure_rate,信誉失败率,lower,0.22320020697286372,0.07657873440000133,120,120,matched_tail_raw_baseline
后期,EFT,EFT,trust_failure_rate,信誉失败率,lower,0.22672917548360083,0.06735787790300107,120,120,matched_tail_raw_baseline
