reward_mean,episode_reward,task_sr,deadline_miss_rate,mean_cft_completed,avg_rsu_queue,avg_power,decision_frac_local,decision_frac_rsu,decision_frac_v2v,subtask_sr,approx_kl,entropy,clip_frac,scenario_group,scenario_label,method,phase,episode_from,episode_to
0.012070318443700625,0.22415067010812323,0.9365999999999999,0.0633,1.540422920516962,1.0675688418517475,0.5102795684784592,0.7586884620127157,0.23965586255802707,0.0016556754292572503,0.9904832363816243,0.010828778430132616,1.3705350341320035,0.07708157915696501,Topology,拓扑-Parallel,TERA-MAPPO,中期,501,1000
0.012265115833841218,0.23052672937804033,0.9509,0.049100000000000005,1.56382645928031,0.7811879947842962,0.4619964423916469,0.8103381493725924,0.18788529509635854,0.0017765555310489867,0.9926256589053719,0.008669035187463507,1.3147056520885891,0.05256232718281033,Topology,拓扑-Parallel,TERA-MAPPO,后期,1001,1500
0.007982529353670494,0.17150678005203138,0.815,0.1845,1.5428909544492335,3.8731001754489247,0.4900385143282992,0.2705390333388471,0.6477847679433305,0.08167619871782239,0.917435171172159,0.01187421721478163,1.5203986857175826,0.09163095499078432,Topology,拓扑-Balanced,F-MAPPO,前期,1,500
0.011409391219727649,0.21427116066959873,0.9427,0.0573,1.5642436110377103,1.6935794804526976,0.4698498003304972,0.6851139060894806,0.30264842770813105,0.012237666202388137,0.9909845301174137,0.01980208170026158,1.325323235543569,0.12487734224398929,Topology,拓扑-Balanced,F-MAPPO,中期,501,1000
0.010721662974916349,0.21087901496935152,0.9325,0.0675,1.6009632881198004,2.6325657542001717,0.47810182048913535,0.5836029536317479,0.3943515353194803,0.022045511048771803,0.9859979131355305,0.019893078197371523,1.3898446751693887,0.1058981442550818,Topology,拓扑-Balanced,F-MAPPO,后期,1001,1500
0.011464378300515771,0.21502775650570663,0.9092,0.0908,1.554167031982246,0.7873259794871351,0.5087802930908021,0.7672691066478974,0.21529422709379778,0.01743666625830481,0.9824219851611219,0.009341497028451022,1.3558636945633662,0.06366034474050891,Topology,拓扑-Balanced,TERA-MAPPO,前期,1,500
0.012802180528640699,0.23263626013737712,0.9633999999999999,0.0366,1.5524912115595402,0.7717688180785511,0.4984051494345231,0.807070327355384,0.19188575763862556,0.001043915005990464,0.995300242024241,0.00841270548720491,1.2555509561181069,0.05421013909131288,Topology,拓扑-Balanced,TERA-MAPPO,中期,501,1000
0.012383595267310688,0.23298236977760353,0.9595999999999999,0.040400000000000005,1.5868881849051535,0.8476133970284654,0.47682381981245886,0.8159120626436596,0.1825994544846881,0.0014884828716523746,0.9943857680309175,0.0077323495359407435,1.2779042571067811,0.05055748024955391,Topology,拓扑-Balanced,TERA-MAPPO,后期,1001,1500
0.008427469106099986,0.17274930075201683,0.9309,0.069,1.7200617744126887,1.8879325874718729,0.5039712411745141,0.518547851735454,0.4430681635999141,0.038383984664631825,0.9756247680699497,0.013592509027173336,1.4806172470357684,0.09924542000173693,Topology,拓扑-Deep,F-MAPPO,前期,1,500
0.008512299437075805,0.17631377565878703,0.9581,0.0418,1.69151178801627,3.617515954337723,0.4953206067813098,0.23958277389000754,0.7225848436099546,0.03783238250003783,0.9809078489760109,0.01180877487874503,1.4851558631976445,0.06983685800991951,Topology,拓扑-Deep,F-MAPPO,中期,501,1000
0.008358061867067541,0.1765794576130197,0.9642000000000001,0.0358,1.6733654875282729,4.165714382017159,0.49422230564810454,0.16981020822648266,0.7795485982676569,0.05064119350586042,0.9815375948890133,0.01317269011914415,1.4664415034294127,0.07609221498221157,Topology,拓扑-Deep,F-MAPPO,后期,1001,1500
0.008397644248805543,0.17144233918861823,0.9424,0.0572,1.7067985883452852,3.4423156064869382,0.41338715675274623,0.2831663254741218,0.6862346499933715,0.03059902453250661,0.9754907615716577,0.010524085415068555,1.1644620862325032,0.07270864643100647,Topology,拓扑-Deep,TERA-MAPPO,前期,1,500
0.007903492142911951,0.17604367483660033,0.958,0.042,1.7783251649672416,4.3668491741138755,0.47604005124819027,0.1449374592115751,0.8375916122148854,0.017470928573539365,0.9835940360509786,0.009871524915024885,1.3791472741825241,0.05440210280478709,Topology,拓扑-Deep,TERA-MAPPO,中期,501,1000
0.008479566239286165,0.17933350525467903,0.9608999999999999,0.0391,1.7655662359703495,3.80693597691596,0.48287225303324954,0.2610154668552825,0.7123623189976193,0.02662221414709817,0.986857675086175,0.010838544359474827,1.4461082653760908,0.06255508089537422,Topology,拓扑-Deep,TERA-MAPPO,后期,1001,1500
0.011847970993432632,0.2102201965009376,0.8574,0.14220000000000002,1.613539032855704,0.1841274317809736,0.46972809287223927,0.9530356639373868,0.03082127673562325,0.016143059326989877,0.9771472758018798,0.005361183417177168,0.9660351033926009,0.037857690857537075,Vehicles,车辆数-10,F-MAPPO,前期,1,500
0.01218126244749869,0.21653739195821753,0.8552000000000001,0.1448,1.6246932530001847,0.17032485344901,0.46460064537362006,0.9983963073476673,0.000977655995690134,0.0006260366566424708,0.9791786894571096,0.002803738806043584,0.9324368479967118,0.012905798087082787,Vehicles,车辆数-10,F-MAPPO,中期,501,1000
0.01210681808181102,0.21773883116815773,0.8498000000000001,0.1502,1.6050209196753276,0.1772498380273396,0.49049549450279745,0.9996362805876464,8.91879232759088e-05,0.0002745314890777262,0.9777237839925761,0.003802212904080596,0.953840383374691,0.022892957220226506,Vehicles,车辆数-10,F-MAPPO,后期,1001,1500
0.010793813170399468,0.19757055354420902,0.8262,0.17320000000000002,1.6374027953276278,0.20982021403714016,0.5059064222125128,0.8448698542589945,0.08480146022596644,0.07032868551503892,0.9641040163601347,0.005069509177619846,0.7773436869263649,0.0354511802345514,Vehicles,车辆数-10,TERA-MAPPO,前期,1,500
0.012005652504507405,0.21553783016299718,0.885,0.115,1.6122544764918472,0.2072319470554361,0.5122736196771632,0.9087702292081331,0.07454227466783434,0.01668749612403264,0.9821471243418707,0.009265985699910249,0.9768253170073032,0.05364697182774541,Vehicles,车辆数-10,TERA-MAPPO,中期,501,1000
0.012254614444449497,0.21855259451733916,0.93,0.07,1.5704461386356152,0.40122157767473515,0.5026651577071389,0.8041286514974677,0.18924914591846403,0.0066222025840683,0.9895348352815149,0.013389820968203387,0.9652572433769704,0.06746777970287947,Vehicles,车辆数-10,TERA-MAPPO,后期,1001,1500
0.00942276104219486,0.190855574479386,0.8653,0.1345,1.559585152564864,2.647477589421524,0.47678965976780685,0.5114881967352778,0.4447887264311297,0.0437230768335925,0.955853085304577,0.014061115666662665,1.529967393541336,0.09632516461995741,Vehicles,车辆数-20,F-MAPPO,前期,1,500
0.011045302356826093,0.21350102471376925,0.9247000000000001,0.0753,1.6690479582757356,1.1222763111528855,0.4954166169543986,0.741160106242807,0.24724977922096913,0.011590114536223802,0.9850922761563858,0.016874423697496036,1.4076925184998248,0.0964173017722865,Vehicles,车辆数-20,F-MAPPO,中期,501,1000
0.010391804790124247,0.21196558597780663,0.9146,0.0854,1.7565541087466516,1.5626752836282831,0.4824019053327669,0.6847455926898584,0.30502060715124857,0.010233800158893127,0.9837224153513373,0.017361905385907886,1.4387877301116785,0.08689571065505344,Vehicles,车辆数-20,F-MAPPO,后期,1001,1500
0.009451815704931458,0.18990373836809385,0.8786999999999999,0.1207,1.567516081908531,5.33858689171713,0.5003347714225547,0.2971793701950108,0.6625229335907413,0.04029769621424781,0.9554745987260298,0.010376874082313425,1.258376267144226,0.07040463155030849,Vehicles,车辆数-20,TERA-MAPPO,前期,1,500
0.012013681834563562,0.22581493215605805,0.9414000000000001,0.0586,1.555732167179828,1.281396574439869,0.4918726501833866,0.7495852692540793,0.2496121307497303,0.0008025999961903915,0.9903705181520286,0.00983633042031235,1.384199024548133,0.06092951195159304,Vehicles,车辆数-20,TERA-MAPPO,中期,501,1000
0.01229947245493526,0.22990824009371869,0.9470999999999999,0.05280000000000001,1.5830744723438792,1.1996021925587572,0.47549202630668524,0.7610984819731402,0.2380702222986807,0.000831295728179143,0.9919338844143734,0.010393769784064309,1.3047856717348099,0.06913399959076194,Vehicles,车辆数-20,TERA-MAPPO,后期,1001,1500
0.006533698900107945,0.166955509722435,0.7247333333333333,0.2740666666666666,1.7945671458556298,11.97637785992124,0.5110881935494276,0.014473260898364376,0.926531410344533,0.05899532875710256,0.8786960489121878,0.0204780240197174,1.8630720819831914,0.07825397135416665,Vehicles,车辆数-30,F-MAPPO,前期,1,500
0.007422650905325959,0.18171448038976967,0.7797333333333334,0.22026666666666664,1.8067422048828048,13.535783334148082,0.4686097718503907,0.01628641173010592,0.9670748713136756,0.01663871695621838,0.9115730321195247,0.02420653894672069,1.8237996456650567,0.07231319342549809,Vehicles,车辆数-30,F-MAPPO,中期,501,1000
0.009116105282911983,0.20086270369599832,0.866,0.13399999999999998,1.709506189417786,12.172569699843113,0.4701527030712017,0.1836316064156018,0.7910662228224787,0.02530217076191942,0.9540526020348504,0.03359422006054842,1.7111945880399124,0.08849732960182177,Vehicles,车辆数-30,F-MAPPO,后期,1001,1500
0.007721124419651409,0.1808973611272331,0.7974666666666667,0.2023333333333333,1.7716222655441938,12.801372999768022,0.5389929063279532,0.07346599184794,0.9092151162477364,0.017318891904323373,0.9210674457496086,0.01135912504828668,1.4985091557559642,0.0729578243371212,Vehicles,车辆数-30,TERA-MAPPO,前期,1,500
0.010226756209274704,0.21462773852209352,0.9306,0.06933333333333332,1.659461019235579,12.103468527989873,0.4949490080697498,0.23503264188620762,0.7626456948414909,0.002321663272301488,0.9821802899537652,0.010508933297285139,1.5997465570548224,0.05360940910218253,Vehicles,车辆数-30,TERA-MAPPO,中期,501,1000
0.00991692165797571,0.2035399701910869,0.9228000000000001,0.07719999999999999,1.663883470247191,11.858949676466768,0.49216775867332635,0.2519066420505554,0.7418136648514684,0.0062796930979761665,0.9818080934838664,0.008646399934414845,1.6184542451952444,0.04146714015151515,Vehicles,车辆数-30,TERA-MAPPO,后期,1001,1500
0.007342220027814569,0.176787866871859,0.7539000000000001,0.24609999999999999,1.7651918903663109,10.603160229108628,0.4935406559965866,0.04129035026398272,0.9326794826275083,0.026030167108508757,0.9003873593902667,0.01014783892901998,1.4143803076956007,0.07797738638035952,F_RSU,RSU算力-4GHz,F-MAPPO,前期,1,500
0.00809791726549151,0.1872228368234973,0.7629,0.23709999999999998,1.7848911708884097,12.225916677473242,0.4603557354684209,0.009278032736462048,0.9865124439438775,0.0042095233196604645,0.9214835349039986,0.009901114503505554,1.4849258127689364,0.07480268941844502,F_RSU,RSU算力-4GHz,F-MAPPO,中期,501,1000
0.008279073528246904,0.19046005013677306,0.7776,0.22240000000000001,1.7896069332191382,12.446436714881871,0.4490382981841262,0.0031363576210031957,0.9962120722115003,0.00065157016749652,0.925589931189383,0.008268376166830986,1.4606200226624806,0.06205551613836238,F_RSU,RSU算力-4GHz,F-MAPPO,后期,1001,1500
0.008582737748161836,0.19403753438378663,0.8185,0.1812,1.7636570951571133,10.910564673160795,0.4973959194596364,0.09312949293947731,0.8818994754947969,0.02497103156572573,0.9458712165747993,0.009084530352406197,1.386816685856713,0.05972533336356282,F_RSU,RSU算力-4GHz,TERA-MAPPO,前期,1,500
0.009676211450248908,0.20803376739268262,0.8747,0.12519999999999998,1.7537724740463834,11.8108167041392,0.4520921815542252,0.09379043807391838,0.9020937539253043,0.0041158080007772865,0.971560470717593,0.007868791203064225,1.3868686936855315,0.040587448908140256,F_RSU,RSU算力-4GHz,TERA-MAPPO,中期,501,1000
0.009570335696451318,0.20935482500675545,0.8737,0.1262,1.7601724400000849,12.082944135308088,0.41418196573678795,0.07487100896741804,0.9207178876900388,0.004411103342543126,0.9689241376622483,0.00683579922421288,1.3642890035311381,0.03369892331951608,F_RSU,RSU算力-4GHz,TERA-MAPPO,后期,1001,1500
0.010886737043656418,0.20703079268887115,0.8879000000000001,0.1119,1.5939556707202578,0.575463130166424,0.49997886635713973,0.8234285677832883,0.15060799785038526,0.025963434366326383,0.9752419958491748,0.01174915408749386,1.355487117354075,0.0662608471006155,F_RSU,RSU算力-6GHz,F-MAPPO,前期,1,500
0.010729406342841639,0.21188142007367936,0.9129,0.087,1.6998789740869824,1.2746130785823235,0.4573436633197306,0.7169130252298944,0.2754492655454529,0.007637709224652668,0.9855434628198532,0.01579271640162108,1.4021965221471182,0.0815446785245848,F_RSU,RSU算力-6GHz,F-MAPPO,中期,501,1000
0.010547282364685039,0.21038879790444548,0.9046000000000001,0.09530000000000001,1.714131121723499,1.2867261404696884,0.456780611263061,0.7016774431237126,0.28595869194476076,0.012363864931526634,0.9808756931390937,0.018422226790107868,1.4234355120115811,0.0908029846932325,F_RSU,RSU算力-6GHz,F-MAPPO,后期,1001,1500
0.009890593830496022,0.19512526860719373,0.9145999999999999,0.08529999999999999,1.501073004781059,5.2361960931880205,0.46393526895599363,0.258414334684785,0.7086900293703268,0.03289563594488814,0.9698692740234087,0.010336523698978655,1.3542001270746427,0.07373716026183573,F_RSU,RSU算力-6GHz,TERA-MAPPO,前期,1,500
0.012270527371205337,0.22782190545180386,0.9438,0.0562,1.5526780120191312,0.8099016544049398,0.5126256766422519,0.7858617899345622,0.2110593590594388,0.003078851005999001,0.9906523097374149,0.009395717916569625,1.3359287443902759,0.058712580993150666,F_RSU,RSU算力-6GHz,TERA-MAPPO,中期,501,1000
0.011738309938460539,0.22659641183292215,0.9369,0.0631,1.644905294223274,1.24118409714927,0.4915860315809187,0.7302320044443821,0.2679596037318092,0.001808391823808663,0.9909355607817202,0.01030807302229934,1.2829314355333645,0.06038768097969392,F_RSU,RSU算力-6GHz,TERA-MAPPO,后期,1001,1500
0.00697687084812055,0.16667024399562883,0.7767000000000001,0.22209999999999996,1.4137162221930661,3.4351384435958416,0.42980314832199773,0.06548039569261987,0.7760386977724538,0.15848090653492614,0.8881662732654309,0.01132782484618797,1.6121130321641763,0.08410113818794489,F_RSU,RSU算力-8GHz,F-MAPPO,前期,1,500
0.00841184948672885,0.1789581407030044,0.801,0.1988,1.500243445493879,1.9462784698314837,0.4556015801823561,0.4239933246059838,0.48177208849265807,0.09423458690135805,0.9223041034832777,0.009771197800892804,1.5965619774103166,0.0730456639063855,F_RSU,RSU算力-8GHz,F-MAPPO,中期,501,1000
0.01146187040442596,0.22310485394351537,0.9255999999999999,0.07440000000000001,1.5910374589807406,0.37114896687063526,0.46156332651100296,0.8211346531212992,0.17098816387843152,0.007877183000269329,0.9888267300786279,0.012272703315191258,1.388165468474229,0.08197082872415581,F_RSU,RSU算力-8GHz,F-MAPPO,后期,1001,1500
0.011731113669229624,0.22137201632132975,0.904,0.096,1.5812712603315624,0.21921712969459747,0.49744474755444024,0.8918247589636387,0.09615680620619085,0.012018434830170397,0.9827320404371341,0.01132807169187674,1.335465395893653,0.06757306278354176,F_RSU,RSU算力-8GHz,TERA-MAPPO,前期,1,500
0.012981385204009661,0.2382916500744695,0.9577,0.042300000000000004,1.569117490355126,0.26850022212831975,0.4728359270979472,0.8845505500890869,0.11350924610509369,0.001940203805819459,0.9945758139463099,0.01014296946703976,1.2465614953637123,0.051472850840166194,F_RSU,RSU算力-8GHz,TERA-MAPPO,中期,501,1000
0.012920802155509541,0.23884248289704346,0.9675,0.0325,1.5513939397010736,0.38548772905862133,0.5014060842156801,0.8622500779106729,0.13681017182822658,0.0009397502611005499,0.9956893677404552,0.00791412899391835,1.298626041732894,0.0418729628894685,F_RSU,RSU算力-8GHz,TERA-MAPPO,后期,1001,1500
