baseline,metric_id,metric_cn,direction,n_total,n_effective,matched_k,wins,losses,ties,win_rate,p_value_sign_test,welch_t,welch_p_value,bootstrap_ci95_low,bootstrap_ci95_high,mean_oriented_diff,median_oriented_diff,stat_basis
Static,reward_mean,平均步奖励,higher,10,10,10,5,5,0,0.5,0.9999999999999988,0.06654835668697119,0.9477129109140178,-0.006284054708727233,0.00679477504222264,0.00023746298484252914,0.00010736913805979575,matched_tail_raw_baseline
CP-EFT,rho_selected_p10,远端信誉分位数(p10),higher,10,0,10,0,0,10,,,,,0.0,0.0,0.0,0.0,matched_tail_raw_baseline
EFT,rho_selected_p10,远端信誉分位数(p10),higher,10,0,10,0,0,10,,,,,0.0,0.0,0.0,0.0,matched_tail_raw_baseline
Greedy,rho_selected_p10,远端信誉分位数(p10),higher,10,0,10,0,0,10,,,,,0.0,0.0,0.0,0.0,matched_tail_raw_baseline
LB-Greedy,rho_selected_p10,远端信誉分位数(p10),higher,10,0,10,0,0,10,,,,,0.0,0.0,0.0,0.0,matched_tail_raw_baseline
Local-Only,rho_selected_p10,远端信誉分位数(p10),higher,10,10,10,10,0,0,1.0,0.001953125,inf,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,matched_tail_raw_baseline
Oracle-Min,rho_selected_p10,远端信誉分位数(p10),higher,10,0,10,0,0,10,,,,,0.0,0.0,0.0,0.0,matched_tail_raw_baseline
Random,rho_selected_p10,远端信誉分位数(p10),higher,10,0,10,0,0,10,,,,,0.0,0.0,0.0,0.0,matched_tail_raw_baseline
Static,rho_selected_p10,远端信誉分位数(p10),higher,10,0,10,0,0,10,,,,,0.0,0.0,0.0,0.0,matched_tail_raw_baseline
CP-EFT,subtask_success_rate,子任务成功率,higher,10,10,10,3,7,0,0.3,0.3437499999999996,-1.5841177616633437,0.13860648241083937,-11.548018271107196,0.27498141731527764,-4.981330148575528,-0.8267363607739284,matched_tail_raw_baseline
EFT,subtask_success_rate,子任务成功率,higher,10,10,10,7,3,0,0.7,0.3437499999999996,0.06797226212855885,0.946720630861951,-6.303124409709998,5.996250423782823,0.22881946113071622,1.8669885309495626,matched_tail_raw_baseline
Greedy,subtask_success_rate,子任务成功率,higher,10,10,10,2,8,0,0.2,0.10937499999999988,-1.7538670577655402,0.10844897099572023,-11.734406702529254,-0.13442693445580356,-5.273886764384156,-2.0026406095791316,matched_tail_raw_baseline
LB-Greedy,subtask_success_rate,子任务成功率,higher,10,10,10,7,3,0,0.7,0.3437499999999996,0.02957830431381201,0.9767974127379766,-6.534544275382279,6.14774147474605,0.09985342902918433,1.8669885309495626,matched_tail_raw_baseline
Local-Only,subtask_success_rate,子任务成功率,higher,10,10,10,9,1,0,0.9,0.02148437500000002,5.898770236633581,1.8569898958610474e-05,14.617224434459793,27.9791196224308,21.34207649665613,22.358854387168662,matched_tail_raw_baseline
Oracle-Min,subtask_success_rate,子任务成功率,higher,10,10,10,6,4,0,0.6,0.7539062499999993,-0.1644281303838465,0.8715321122290203,-7.361579238157599,5.429392682337352,-0.5650080383120212,0.7275996129807112,matched_tail_raw_baseline
Random,subtask_success_rate,子任务成功率,higher,10,10,10,10,0,0,1.0,0.001953125,12.757727322958921,2.978570495695794e-10,40.53537781245705,54.26827420973064,47.709410614106794,50.21680297893511,matched_tail_raw_baseline
Static,subtask_success_rate,子任务成功率,higher,10,10,10,4,6,0,0.4,0.7539062499999993,-0.840763221198391,0.41544657512652905,-9.09189706758389,2.8173827394166864,-2.710174245878909,-0.26254609587942923,matched_tail_raw_baseline
CP-EFT,task_success_rate,任务成功率,higher,10,9,10,4,5,1,0.4444444444444444,0.9999999999999979,-1.3846153846153848,0.18330594003748404,-15.0,2.0,-6.0,-5.0,matched_tail_raw_baseline
EFT,task_success_rate,任务成功率,higher,10,9,10,6,3,1,0.6666666666666666,0.507812499999999,1.695297363052061,0.1077374207746938,-1.0,17.5,8.499999999999998,7.5,matched_tail_raw_baseline
Greedy,task_success_rate,任务成功率,higher,10,7,10,0,7,3,0.0,0.015625000000000003,-2.7034653377128337,0.015152176752948478,-19.0,-4.0,-11.0,-10.0,matched_tail_raw_baseline
LB-Greedy,task_success_rate,任务成功率,higher,10,9,10,6,3,1,0.6666666666666666,0.507812499999999,1.695297363052061,0.1077374207746938,-1.5,17.762499999999932,8.499999999999998,7.5,matched_tail_raw_baseline
Local-Only,task_success_rate,任务成功率,higher,10,10,10,10,0,0,1.0,0.001953125,11.92164071096673,5.702343868249725e-10,44.5,61.0,53.5,55.0,matched_tail_raw_baseline
Oracle-Min,task_success_rate,任务成功率,higher,10,10,10,7,3,0,0.7,0.3437499999999996,1.562771103241534,0.13700312693425395,-2.5,18.5,8.499999999999998,7.5,matched_tail_raw_baseline
Random,task_success_rate,任务成功率,higher,10,10,10,10,0,0,1.0,0.001953125,22.475441142399287,1.646010344067551e-09,66.5,78.5,73.5,77.5,matched_tail_raw_baseline
Static,task_success_rate,任务成功率,higher,10,9,10,3,6,1,0.3333333333333333,0.507812499999999,-1.1050364372445782,0.284661424644616,-12.5,2.5,-4.5,-5.0,matched_tail_raw_baseline
CP-EFT,time_limit_rate,时间上限截断率,lower,10,0,10,0,0,10,,,,,0.0,0.0,0.0,0.0,matched_tail_raw_baseline
EFT,time_limit_rate,时间上限截断率,lower,10,0,10,0,0,10,,,,,0.0,0.0,0.0,0.0,matched_tail_raw_baseline
Greedy,time_limit_rate,时间上限截断率,lower,10,0,10,0,0,10,,,,,0.0,0.0,0.0,0.0,matched_tail_raw_baseline
LB-Greedy,time_limit_rate,时间上限截断率,lower,10,0,10,0,0,10,,,,,0.0,0.0,0.0,0.0,matched_tail_raw_baseline
Local-Only,time_limit_rate,时间上限截断率,lower,10,0,10,0,0,10,,,,,0.0,0.0,0.0,0.0,matched_tail_raw_baseline
Oracle-Min,time_limit_rate,时间上限截断率,lower,10,0,10,0,0,10,,,,,0.0,0.0,0.0,0.0,matched_tail_raw_baseline
Random,time_limit_rate,时间上限截断率,lower,10,7,10,7,0,3,1.0,0.015625000000000003,4.58257569495584,0.0013229505842674947,40.0,100.0,70.0,100.0,matched_tail_raw_baseline
Static,time_limit_rate,时间上限截断率,lower,10,0,10,0,0,10,,,,,0.0,0.0,0.0,0.0,matched_tail_raw_baseline
CP-EFT,trust_failure_rate,信誉失败率,lower,10,5,10,5,0,5,1.0,0.0625,2.7040552278242957,0.024232236950645823,0.00113607188703465,0.006525355698404026,0.0038084378982164305,0.00260416666666665,matched_tail_raw_baseline
EFT,trust_failure_rate,信誉失败率,lower,10,3,10,3,0,7,1.0,0.25000000000000006,1.9636955183170957,0.08116082530222926,0.00044052863436123,0.00270502884003788,0.00134756277668948,0.0,matched_tail_raw_baseline
Greedy,trust_failure_rate,信誉失败率,lower,10,1,10,1,0,9,1.0,1.0,0.9999999999999999,0.34343639613791355,0.0,0.00133928571428571,0.00044642857142857,0.0,matched_tail_raw_baseline
LB-Greedy,trust_failure_rate,信誉失败率,lower,10,4,10,4,0,6,1.0,0.125,2.2761221701981444,0.048871413191320476,0.0008771929824561399,0.005008957310545115,0.0027263228475559002,0.0,matched_tail_raw_baseline
Local-Only,trust_failure_rate,信誉失败率,lower,10,0,10,0,0,10,,,,,0.0,0.0,0.0,0.0,matched_tail_raw_baseline
Oracle-Min,trust_failure_rate,信誉失败率,lower,10,4,10,4,0,6,1.0,0.125,2.430496799512353,0.037951618745807846,0.00044247787610619,0.0033587571772705697,0.0018986768342493202,0.0,matched_tail_raw_baseline
Random,trust_failure_rate,信誉失败率,lower,10,9,10,9,0,1,1.0,0.00390625,4.373500396441294,0.001787953523664012,0.021591163642335064,0.050040803030638445,0.03484789946242319,0.03018726591760295,matched_tail_raw_baseline
Static,trust_failure_rate,信誉失败率,lower,10,0,10,0,0,10,,,,,0.0,0.0,0.0,0.0,matched_tail_raw_baseline
