path,size_bytes,suffix,top_level
topology_parallel/greedy/logs/baseline_eval_core_summary.csv,627,.csv,topology_parallel
topology_deep/local_only/logs/baseline_eval_core_summary.csv,547,.csv,topology_deep
topology_balanced/local_only/logs/baseline_eval_core_summary.csv,538,.csv,topology_balanced
topology_parallel/local_only/logs/baseline_eval_core_summary.csv,538,.csv,topology_parallel
batch_analysis/batch1_ippo_main_summary.csv,492,.csv,batch_analysis
topology_parallel/local_only/baseline_run_meta.json,357,.json,topology_parallel
topology_balanced/local_only/baseline_run_meta.json,357,.json,topology_balanced
topology_balanced/greedy/baseline_run_meta.json,353,.json,topology_balanced
topology_parallel/greedy/baseline_run_meta.json,353,.json,topology_parallel
topology_deep/local_only/baseline_run_meta.json,353,.json,topology_deep
topology_deep/greedy/baseline_run_meta.json,349,.json,topology_deep
