episode,steps,wall_time,sim_time,termination_reason_raw,termination_reason_bucket,reward_mean,reward_total,episode_reward,reward_p95,reward_abs_mean,vehicle_sr,task_sr,subtask_sr,task_duration_mean,task_duration_p95,completed_tasks,mean_cft_est,episode_time_seconds,energy_mean,energy_p95,t_tx_mean,dT_eff_mean,deadline_misses,deadline_miss_rate,ratio_local,ratio_rsu,ratio_v2v,decision_frac_local,decision_frac_rsu,decision_frac_v2v,avg_power,avg_rsu_queue,rsu_queue_p95,power_ratio_mean,power_ratio_p95,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,trust_failure_rate,rho_selected_p10,uncertainty_selected_p90,tx_created,same_node_no_tx,service_rate_ghz,idle_fraction,time_limit_rate,illegal_action_rate,illegal_action_ratio,no_task_rate,on_task_rate,has_task_available_rate,unified_illegal_trigger_rate,hard_trigger_rate,actor_loss,critic_loss,critic_loss_raw_mean,normalized_value_loss,entropy,approx_kl,clip_frac,grad_norm,active_ratio,actor_update_active_frac,value_clip_fraction,critic_loss_active,critic_loss_inactive,ppo_epochs_executed,num_minibatches_executed,mb_kl_max,mb_kl_p95,early_stop_epoch_idx,early_stop_batch_idx,skipped_update_count,early_stop,lr,bias_rsu,bias_local
97,135,9.70306921005249,13.5,idle,terminated,-0.0021926274057477713,-0.296004733698316,-0.296004733698316,-0.0003749970492208378,0.002356069628149271,0.05,0.05,0.6042553191489362,2.3500000000000005,2.575000000000001,2,14.82916975021362,13.499999999999968,0.00380112853078235,0.0,0.0012113184092211128,-0.09451761398050482,19,0.95,0.38011695906432746,0.30994152046783624,0.30994152046783624,0.38011695906432746,0.30994152046783624,0.30994152046783624,0.4819520832756879,0.0,0.0,0.4713693447969197,0.8564245641231536,0.0,0.0,8.219994129810004e-12,0.0,0.0,0.800000011920929,0.20000000298023224,106,65,4.104497103880607,0.007407407407407425,0.0,0.0,0.0,0.9366666666666666,0.06333333333333335,0.06333333333333335,0.0,0.0,-0.020003153776217784,2.038213684445336,2.038213684445336,2.0382143429347446,1.9924469675336565,0.025672327882299822,0.032685101741836184,37.79771067982628,0.06333333333333334,0.06343005952380952,0.570024561646971,3.8858915113267445,1.4293594644183205,3,21,0.09723692387342453,0.06517715752124786,2,0,0,True,0.0002,0.0,0.088918
98,175,13.510722398757935,17.5,idle,terminated,-0.001505873166024685,-0.26352780519441743,-0.26352780519441743,-0.0005992343212710722,0.002427192870527506,0.05,0.05,0.597457627118644,1.9000000000000006,1.9000000000000006,1,18.966237449645995,17.49999999999998,0.0030404785166089315,0.0,0.0009849878982504472,-0.09617825160707759,19,0.95,0.28488372093023256,0.3372093023255814,0.37790697674418605,0.28488372093023256,0.3372093023255814,0.37790697674418605,0.4829712698416385,0.017142857142857144,0.0,0.47341634453422604,0.841093835234642,0.0,0.0,8.658647583648094e-12,0.0,0.0,0.800000011920929,0.20000000298023224,123,49,3.144883032183911,0.005714285714285721,0.0,0.0,0.0,0.9508571428571428,0.049142857142857155,0.049142857142857155,0.0,0.0,-0.002822746910775701,1.9129523038864136,1.9129523038864136,1.9129525969425838,2.077877014875412,0.015067482279846445,0.04981095468004545,7.131118168433507,0.04914285714285714,0.0498046875,0.0951939969478796,6.50687896211942,0.6864384797712167,2,24,0.09141486883163452,0.05795014537870884,1,10,0,True,0.0002,0.0,0.088743
99,112,8.340915203094482,11.200000000000001,idle,terminated,-0.0018006704049184918,-0.2016750749580971,-0.2016750749580971,-1.0383530752734526e-05,0.002528928918763995,0.1,0.1,0.6885245901639344,2.150000000000001,2.375000000000001,2,12.629635639190672,11.199999999999976,0.003896907798111247,0.0,0.0019943923142178082,-0.09630762659013235,18,0.9,0.3787878787878788,0.3383838383838384,0.2828282828282828,0.3787878787878788,0.3383838383838384,0.2828282828282828,0.48385928400301575,0.017857142857142856,0.0,0.47453858884982764,0.8326298207044601,0.0,3.493400857354661e-14,1.5210300033374757e-11,0.0,0.019417475728155338,0.800000011920929,0.20000000298023224,121,75,5.092507400360371,0.008928571428571449,0.0,0.0,0.0,0.9116071428571428,0.08839285714285716,0.08839285714285716,0.0,0.0,-0.01821984230191447,3.0286765187978744,3.0286765187978744,3.0286769568920135,2.0942484736442566,0.0066896366742724925,0.030463234148919584,20.38626226186752,0.08839285714285715,0.08916015625,0.6617837371479254,6.101968264579773,1.5327983736991881,5,40,0.04552304744720459,0.03603087291121481,-1,-1,0,False,0.0002,0.0,0.088631
100,200,15.249395608901978,20.0,time_limit,time_limit,-0.0018440261483192444,-1.3688052417536767,-1.3688052417536767,0.00092063010961283,0.0020677659194916487,0.0,0.0,0.4829059829059829,0.0,0.0,0,21.90286636352539,20.000000000000014,0.002891685028745334,0.0,0.0009223899877935136,-0.09827444161474705,19,0.95,0.3515151515151515,0.2606060606060606,0.3878787878787879,0.3515151515151515,0.2606060606060606,0.3878787878787879,0.4726118919622386,0.015,0.0,0.4565785048945519,0.833408123254776,0.0,0.0,4.4287503352113955e-12,0.0,0.034482758620689655,0.800000011920929,0.20000000298023224,99,54,2.6760536747999977,0.0,1.0,0.0,0.0,0.95875,0.04125000000000001,0.04125000000000001,0.0,0.0,-0.15105162147018644,0.8740896251466539,0.8740896251466539,0.8740896317693923,2.0574419498443604,0.01634030644264486,0.05639329883787367,0.811668680773841,0.04125,0.04296875,0.0,0.12994076063235602,1.0409950547748141,1,9,0.08213988691568375,0.07050946950912475,0,8,0,True,0.00019,0.0,0.08843100000000001
101,60,4.376117706298828,6.0,idle,terminated,-0.002259001135826111,-0.13554006473656097,-0.13554006473656097,0.0015030937036499374,0.0026210143696516752,0.0,0.0,0.5103734439834025,0.0,0.0,0,7.883885383605957,5.999999999999995,0.008496750029284829,0.0,0.0022229780479726697,-0.09280506143967311,20,1.0,0.3333333333333333,0.2727272727272727,0.3939393939393939,0.3333333333333333,0.2727272727272727,0.3939393939393939,0.46148106225921465,0.016666666666666666,0.0,0.4399704866377371,0.8314608842134475,0.0,2.159090658674197e-14,1.5383524315515373e-11,0.0,0.06896551724137931,0.800000011920929,0.20000000298023224,104,55,8.426485843279425,0.016666666666666684,0.0,0.0,0.0,0.8625,0.13749999999999996,0.13749999999999996,0.0,0.0,0.008119081659242511,2.0028588652610777,2.0028588652610777,2.0028592467308046,1.9364117443561555,-0.002015285679954104,0.03020214680582285,19.95802639722824,0.1375,0.1357421875,0.49219507272355256,2.858766734600067,1.3386995851993562,5,20,0.029995471239089966,0.023745376523584133,-1,-1,0,False,0.00019,0.0,0.088371
102,130,9.537753820419312,13.0,idle,terminated,-0.001375378342345357,-0.17879918633526992,-0.17879918633526992,-0.00029089593444950974,0.0027292591985315084,0.1,0.1,0.6478260869565218,1.8500000000000005,1.8950000000000005,2,14.340641546249387,12.99999999999997,0.003016844044388388,0.0,0.001115286459137538,-0.09458999237188889,18,0.9,0.40106951871657753,0.2994652406417112,0.2994652406417112,0.40106951871657753,0.2994652406417112,0.2994652406417112,0.4664238572355288,0.007692307692307693,0.0,0.44617880937877613,0.8391791731119155,0.0,0.0,9.71474463373756e-12,0.0,0.042105263157894736,0.800000011920929,0.20000000298023224,108,75,4.278295111317839,0.007692307692307711,0.0,0.0,0.0,0.928076923076923,0.07192307692307698,0.07192307692307698,0.0,0.0,-0.0020875147357583045,12.245462112426758,12.245462112426758,12.245464172363281,2.0393916821479796,-0.004937375719891861,0.05031949788331985,20.33539525985718,0.07192307692307692,0.072109375,0.8646627421304584,19.130311450958253,9.657490224838257,5,50,0.06581459194421768,0.05214666258543726,-1,-1,0,False,0.00019,0.0,0.088241
103,200,14.52708625793457,20.0,time_limit,time_limit,-0.0016906547825783491,-1.338130963515514,-1.338130963515514,-0.001090540661243722,0.0027294978499412537,0.1,0.1,0.5900900900900901,1.6000000000000003,1.6000000000000003,2,21.343410301208497,20.000000000000014,0.0019241965967629461,0.0,0.0006662030996543881,-0.09876836915314251,18,0.9,0.43636363636363634,0.23636363636363636,0.32727272727272727,0.43636363636363634,0.23636363636363636,0.32727272727272727,0.47370882909232753,0.0,0.0,0.45890399232876516,0.8518359780311584,0.0,0.0,3.1809648231434506e-12,0.0,0.013333333333333334,0.800000011920929,0.20000000298023224,92,72,2.306574799599999,0.0,1.0,0.0,0.0,0.95875,0.04125000000000001,0.04125000000000001,0.0,0.0,-0.26811980083584785,0.974917858839035,0.974917858839035,0.9749177396297455,2.2102692127227783,0.07978597655892372,0.0,1.3911744356155396,0.04125,0.0390625,0.0,0.8869719505310059,1.0077351033687592,1,2,0.08532977104187012,0.08477539159357547,0,1,0,True,0.00019,0.0,0.08804100000000001
104,100,8.370840072631836,10.0,idle,terminated,-0.0018257605843245983,-0.1825760598944479,-0.1825760598944479,0.0006717579555697722,0.0026388836558908224,0.05,0.05,0.45934959349593496,1.9000000000000004,1.9900000000000004,2,11.709036874771115,9.99999999999998,0.005131217519609196,0.0,0.0015778688225460656,-0.09545121788978543,19,0.95,0.4166666666666667,0.23717948717948717,0.34615384615384615,0.4166666666666667,0.23717948717948717,0.34615384615384615,0.48500858308468014,0.01,0.0,0.47650248132395007,0.8390099853277206,0.0,0.0,4.387156436747031e-12,0.0,0.04054054054054054,0.800000011920929,0.20000000298023224,88,65,4.341835309898999,0.01000000000000002,0.0,0.0,0.0,0.922,0.07799999999999996,0.07799999999999996,0.0,0.0,0.0009670373983681202,3.5173179019581187,3.5173179019581187,3.517318508841775,2.086766616864638,0.017413904510745357,0.03992587700486183,28.234282824126158,0.078,0.07634943181818182,0.5351970072899183,4.1892829158089375,3.234941742636941,4,22,0.09487395733594894,0.0676604663953185,3,0,0,True,0.00019,0.0,0.087941
105,61,4.630327463150024,6.1000000000000005,idle,terminated,-0.0012947036884725094,-0.07897692348194975,-0.07897692348194975,0.0026058387011289597,0.003037453629076481,0.05,0.05,0.592156862745098,2.0000000000000004,2.0000000000000004,1,7.674047927856445,6.099999999999994,0.010721091863653522,0.0,0.006277054002493411,-0.08995375474945434,19,0.95,0.3602150537634409,0.3064516129032258,0.3333333333333333,0.3602150537634409,0.3064516129032258,0.3333333333333333,0.47961410399293525,0.0,0.0,0.4709792378895928,0.8572194695472717,0.0,1.8540741164585484e-10,2.5776847670244685e-11,7.569689632058729e-11,0.019417475728155338,0.800000011920929,0.20000000298023224,117,67,10.31523221646262,0.016393442622950834,0.0,0.0,0.0,0.8475409836065574,0.15245901639344261,0.15245901639344261,0.0,0.0,-0.005146823730319739,1.163756611943245,1.163756611943245,1.1637568533420564,1.9794210135936736,0.00351288738893345,0.029928881116211413,5.263258332014084,0.15245901639344261,0.15546875,0.10577868507243693,1.4284475773572922,0.9227341294288636,5,20,0.029206564649939537,0.027586274780333042,-1,-1,0,False,0.00019,0.0,0.08788
106,200,14.81128716468811,20.0,time_limit,time_limit,-0.00146948650944978,-1.2938973184610798,-1.2938973184610798,-3.3932779660972305e-05,0.0022628256119787693,0.05,0.05,0.7096774193548387,1.7500000000000004,1.9750000000000003,2,21.057450389862062,20.000000000000014,0.0036087845588698114,0.0,0.0013251033864056941,-0.09693442653119612,19,0.95,0.271356783919598,0.40703517587939697,0.32160804020100503,0.271356783919598,0.40703517587939697,0.32160804020100503,0.48009720213804397,0.02,0.0,0.47188870358480783,0.8431918859481812,0.0,0.0,6.5878635012450726e-12,0.0,0.022900763358778626,0.800000011920929,0.20000000298023224,142,54,3.0842535611999997,0.0,1.0,0.0,0.0,0.95025,0.04974999999999996,0.04974999999999996,0.0,0.0,0.0031617262329046544,1.0220418709975023,1.0220418709975023,1.0220419214322016,1.9792869427265265,0.0014613039093092084,0.06918926374652447,2.415018318555294,0.04975,0.04937900641025641,0.11905125504693924,0.5558635991735336,1.1315922064658923,3,39,0.08483697474002838,0.06907648891210556,2,8,0,True,0.00019,0.0,0.08768000000000001
107,61,4.614081382751465,6.1000000000000005,idle,terminated,-0.0012684277025982738,-0.0773740891226462,-0.0773740891226462,0.0014305997174233198,0.0031679931562393904,0.15,0.15,0.7222222222222222,2.0333333333333337,2.4500000000000006,3,7.448711123466491,6.099999999999994,0.006922322298037735,0.0,0.002208846353406703,-0.08962090073061744,17,0.85,0.30952380952380953,0.3761904761904762,0.3142857142857143,0.30952380952380953,0.3761904761904762,0.3142857142857143,0.49838849967650944,0.06557377049180328,1.0,0.49766227063655355,0.8514525890350342,0.0,1.0493980684422866e-10,2.2480023051385523e-11,6.472053830364191e-11,0.015037593984962405,0.800000011920929,0.20000000298023224,143,65,11.369122045178212,0.016393442622950834,0.0,0.0,0.0,0.8278688524590164,0.17213114754098358,0.17213114754098358,0.0,0.0,-0.007241680799052119,1.8972371637821197,1.8972371637821197,1.8972375094890594,1.8578176081180573,0.012303683924255893,0.05981549974530935,6.806722718477249,0.1721311475409836,0.1705078125,0.5513544347137213,2.8633782982826235,0.9266320437192916,5,20,0.030613021925091743,0.026791376620531084,-1,-1,0,False,0.00019,0.0,0.087619
108,90,6.788288354873657,9.0,idle,terminated,-0.0022294679656624794,-0.20065212685787168,-0.20065212685787168,0.00015895765536697558,0.0034409204963594675,0.05,0.05,0.6422413793103449,1.7000000000000004,1.7000000000000004,1,10.154001474380493,8.999999999999984,0.010567188015429427,0.0,0.0027222669737294275,-0.09367121828926919,19,0.95,0.3423913043478261,0.3423913043478261,0.31521739130434784,0.3423913043478261,0.3423913043478261,0.31521739130434784,0.510133963227272,0.03333333333333333,0.0,0.5155111682050082,0.8727783262729645,0.0,1.5777413958639736e-10,1.643706004639256e-11,1.0374691973569205e-10,0.01,0.800000011920929,0.20000000298023224,120,63,6.373422561797764,0.01111111111111113,0.0,0.0,0.0,0.8977777777777778,0.10222222222222221,0.10222222222222221,0.0,0.0,-0.023213002564651624,1.563771574837821,1.563771574837821,1.5637718847819737,1.8696541139057705,0.003261875140015036,0.06565565605248724,4.445133812086922,0.10222222222222223,0.10212053571428571,0.29496244067060096,3.1240520886012484,0.7036010912486486,5,35,0.04794368892908096,0.046430297568440436,-1,-1,0,False,0.00019,0.0,0.08752900000000001
109,96,7.135610818862915,9.600000000000001,idle,terminated,-0.00017426632985007018,-0.01672957589129023,-0.01672957589129023,0.0012271806772332639,0.0035425247624516487,0.15,0.15,0.6477732793522267,1.9000000000000004,2.5100000000000007,3,10.734664430618285,9.599999999999982,0.004309897978255453,0.0,0.0010168555917005324,-0.09180809398492132,17,0.85,0.3829787234042553,0.32978723404255317,0.2872340425531915,0.3829787234042553,0.32978723404255317,0.2872340425531915,0.5055500290288667,0.041666666666666664,0.0,0.5085044339468668,0.87420597076416,0.0,0.0,1.1873768461512224e-11,0.0,0.009900990099009901,0.800000011920929,0.20000000298023224,115,72,6.576430819368433,0.010416666666666687,0.0,0.0,0.0,0.9020833333333333,0.09791666666666665,0.09791666666666665,0.0,0.0,0.00602543829154456,1.6623307056725025,1.6623307056725025,1.662331011146307,1.828376691788435,0.008298861944240343,0.0850096510257572,4.444418117403984,0.09791666666666667,0.0982666015625,0.2523278296284843,3.4075345173478127,0.7320530898869038,5,32,0.1142750084400177,0.044177756458520887,4,3,0,True,0.00019,0.0,0.08743300000000001
110,200,13.750269651412964,20.0,time_limit,time_limit,-0.0008398075588047504,-1.1679615305674151,-1.1679615305674151,-0.000812353563378565,0.002747726161032915,0.25,0.25,0.7167381974248928,1.7600000000000005,1.9800000000000004,5,21.004070377349855,20.000000000000014,0.0024019252263766324,0.0,0.0008500122903747609,-0.09707447606325272,15,0.75,0.358974358974359,0.4,0.24102564102564103,0.358974358974359,0.4,0.24102564102564103,0.511067529379623,0.035,0.0,0.5165681577539266,0.8793771058320998,0.0,0.0,5.394640463507461e-12,0.0,0.01818181818181818,0.800000011920929,0.20000000298023224,123,70,3.0594128367999978,0.0,1.0,0.0,0.0,0.95125,0.04874999999999996,0.04874999999999996,0.0,0.0,0.060148081301074276,0.9715230966869154,0.9715230966869154,0.9715231311948676,1.76094388961792,-0.021286857706543646,0.17489937261531227,1.5901396149083187,0.04875,0.04749177631578947,0.026020758834324385,0.7894541562387818,1.0165008902549744,2,19,0.1400034874677658,0.07792498022317872,1,3,0,True,0.00019,0.0,0.087233
111,140,10.208542108535767,14.0,idle,terminated,-0.0010852953419089317,-0.15194134725663622,-0.15194134725663622,0.0006575811188667971,0.003475976875051856,0.15,0.15,0.6812227074235808,1.9500000000000006,2.665000000000001,4,15.10299282073974,13.999999999999966,0.005440631020723475,0.0,0.0021523101360051877,-0.09391498689140532,17,0.85,0.23756906077348067,0.4972375690607735,0.26519337016574585,0.23756906077348067,0.4972375690607735,0.26519337016574585,0.504030771581456,0.03571428571428571,0.0,0.505510820521522,0.8574408292770386,0.0,0.0,1.0314888700124758e-11,0.0,0.0,0.800000011920929,0.20000000298023224,138,43,4.046654426474828,0.007142857142857161,0.0,0.0,0.0,0.9353571428571429,0.06464285714285711,0.06464285714285711,0.0,0.0,-0.06075189301842138,2.0073293698461434,2.0073293698461434,2.007329689828973,1.7405492506529157,0.01638164253611314,0.1140154157029955,6.212292451607554,0.06464285714285714,0.06517269736842106,0.12034383141680767,5.9706150481575415,0.6541712958561746,2,19,0.13794153928756714,0.0759968608617781,1,8,0,True,0.00019,0.0,0.087093
112,117,8.805683374404907,11.700000000000001,idle,terminated,-0.0012677980121225119,-0.1483323675509273,-0.1483323675509273,0.0008101491723209616,0.0023167950566858053,0.1,0.1,0.7235772357723578,2.0666666666666673,2.520000000000001,3,12.638123016357417,11.699999999999974,0.006973434620188132,0.0,0.002079544202298135,-0.09258732613844697,18,0.9,0.2912621359223301,0.441747572815534,0.2669902912621359,0.2912621359223301,0.441747572815534,0.2669902912621359,0.4917937802075225,0.05128205128205128,0.0,0.48949532039693805,0.8582233250141144,0.0,9.721277689084209e-12,1.243074827100843e-11,0.0,0.023076923076923078,0.800000011920929,0.20000000298023224,143,60,5.731059920000012,0.008547008547008567,0.0,0.0,0.0,0.911965811965812,0.08803418803418805,0.08803418803418805,0.0,0.0,-0.020127986424735615,2.3440251691000804,2.3440251691000804,2.3440256175540743,1.7490643773760115,0.006297256509285597,0.06543575972318649,9.673306998752413,0.08803418803418804,0.08742559523809523,0.4764245700179821,5.1342401050385975,1.0276009128207253,3,21,0.07583003491163254,0.04113638028502464,2,2,0,True,0.00019,0.0,0.086976
113,47,3.506244421005249,4.7,idle,terminated,0.00255431211553514,0.12005269414856919,0.12005269414856919,0.05350823253393169,0.007431623991578817,0.35,0.35,0.7663551401869159,1.8000000000000005,2.2800000000000002,7,5.537067384719849,4.699999999999999,0.016035045765730137,0.0,0.004029891503555318,-0.07943797595957494,13,0.65,0.23756906077348067,0.5027624309392266,0.2596685082872928,0.23756906077348067,0.5027624309392266,0.2596685082872928,0.4956986077288364,0.1276595744680851,1.0,0.49433710261219355,0.8642113715410232,0.0,4.904890327228628e-10,3.733192227572957e-11,2.1268794017648128e-10,0.007936507936507936,0.800000011920929,0.20000000298023224,137,43,12.522312984347824,0.021276595744680854,0.0,0.0,0.0,0.8074468085106383,0.19255319148936167,0.19255319148936167,0.0,0.0,0.018407136023355027,2.5932204405466717,2.5932204405466717,2.5932204246521,1.76681969165802,0.0034189367201179267,0.06827148112157981,6.847384071350097,0.1925531914893617,0.19505208333333332,0.5384506727258365,3.932967249552409,0.9770745118459065,5,15,0.029099805280566216,0.027822836488485336,-1,-1,0,False,0.00019,0.0,0.086929
114,40,2.9737436771392822,4.0,idle,terminated,0.0025796196423470974,0.10318478917413718,0.10318478917413718,0.025441419519483973,0.006638772785663605,0.25,0.25,0.7923728813559322,2.0500000000000007,2.3000000000000007,6,4.981078910827637,4.000000000000002,0.019623959345868115,0.16875078821567457,0.006244745665981148,-0.07268482089042684,15,0.75,0.23383084577114427,0.5472636815920398,0.21890547263681592,0.23383084577114427,0.5472636815920398,0.21890547263681592,0.4888690450391732,0.55,2.0999999999999943,0.48566060552550494,0.8658002018928528,0.0,3.3761706624835143e-10,3.74634802347007e-11,2.727753051212644e-10,0.00684931506849315,0.800000011920929,0.20000000298023224,153,47,18.58453155491804,0.02499999999999999,0.0,0.0,0.0,0.74875,0.25125,0.25125,0.0,0.0,0.0026877253005901974,1.058328886826833,1.058328886826833,1.0583289424578348,1.5134836514790853,0.031520887805769844,0.18261953244606655,3.38594278494517,0.25125,0.25052083333333336,0.1552078022311131,1.0989015380541483,0.9947147289911906,5,15,0.07134523242712021,0.07018354758620261,-1,-1,0,False,0.00019,0.0,0.08688900000000001
115,105,6.586272716522217,10.5,idle,terminated,-0.001119439140893519,-0.11754110116550098,-0.11754110116550098,0.0006704086088575422,0.0026736105792224407,0.2,0.2,0.8201754385964912,2.2571428571428576,2.840000000000001,7,11.166544198989861,10.499999999999979,0.008569473042532924,0.0,0.002987874609161757,-0.08958462814489894,16,0.8,0.19402985074626866,0.6318407960199005,0.17412935323383086,0.19402985074626866,0.6318407960199005,0.17412935323383086,0.49625235950507757,0.23809523809523808,2.0,0.49527324622262037,0.8664863467216491,0.0,1.027406319742406e-10,1.9404996706717803e-11,3.325118722030663e-11,0.013071895424836602,0.800000011920929,0.20000000298023224,160,39,6.305921220769243,0.009523809523809544,0.0,0.0,0.0,0.9042857142857142,0.09571428571428575,0.09571428571428575,0.0,0.0,0.006711023769551708,2.209799058975712,2.209799058975712,2.2097992973942913,1.4187403955767233,0.01934999986101062,0.09606837781686936,9.980570320160158,0.09571428571428571,0.0967741935483871,0.5715566883764921,3.3026097243832004,1.614753496262335,4,31,0.0934823676943779,0.06497630476951599,3,6,0,True,0.00019,0.0,0.086784
116,35,2.692019462585449,3.5,idle,terminated,0.0027161319740116596,0.0950646059062205,0.0950646059062205,0.06164734214544294,0.009693254716694355,0.15,0.15,0.7155963302752294,1.7000000000000004,1.7900000000000005,3,4.526825535297394,3.5000000000000018,0.052795853571842785,0.37508441353031396,0.022255807701358637,-0.06533070308821554,17,0.85,0.1907514450867052,0.6358381502890174,0.17341040462427745,0.1907514450867052,0.6358381502890174,0.17341040462427745,0.47997570432190384,0.2857142857142857,1.2999999999999972,0.4748799158160084,0.8164079010486602,0.0,3.738613030268567e-10,4.684954854616841e-11,1.830361411048198e-10,0.007751937984496124,0.800000011920929,0.20000000298023224,139,33,16.069164665755647,0.02857142857142856,0.0,0.0,0.0,0.7528571428571429,0.2471428571428571,0.2471428571428571,0.0,0.0,-0.012957577034831047,1.1097537338733674,1.1097537338733674,1.1097537398338317,1.4606001496315002,0.026419106498360635,0.12580167055130004,5.374026131629944,0.24714285714285714,0.257421875,0.0,0.8575996160507202,1.5403518199920654,5,10,0.05762917920947075,0.050085097551345804,-1,-1,0,False,0.00019,0.0,0.086749
117,78,5.426860094070435,7.800000000000001,idle,terminated,0.0013151552993804216,0.10258211331579069,0.10258211331579069,0.009775623073800917,0.0052808490581810474,0.25,0.25,0.8122270742358079,1.9375000000000004,2.2650000000000006,8,8.408498425483698,7.799999999999988,0.006567976685365956,0.0,0.0023048934005354413,-0.08886877632293853,15,0.75,0.20304568527918782,0.6243654822335025,0.17258883248730963,0.20304568527918782,0.6243654822335025,0.17258883248730963,0.4913776664708096,0.23076923076923078,2.0,0.4892907322408145,0.8548451066017151,0.0,3.427077385764753e-10,2.427123953208099e-11,1.5193188512840866e-10,0.0,0.800000011920929,0.20000000298023224,157,40,8.502060281558458,0.012820512820512841,0.0,0.0,0.0,0.8737179487179487,0.12628205128205128,0.12628205128205128,0.0,0.0,0.007360027187193433,1.741027839978536,1.741027839978536,1.7410279154777526,1.5543673356374106,-0.008512669801712036,0.10689902765055498,5.196579690774282,0.12628205128205128,0.1265625,0.24902224990849695,2.7451582113901773,1.0130028049151103,5,30,0.04103764146566391,0.027693611662834856,-1,-1,0,False,0.00019,0.0,0.086671
118,34,2.7925238609313965,3.4000000000000004,idle,terminated,-0.0006098994053900242,-0.02073658345156146,-0.02073658345156146,0.007720369007438395,0.005878492724150419,0.15,0.15,0.75,2.1750000000000007,2.400000000000001,4,4.19787760257721,3.4000000000000017,0.03484408351036453,0.23482101565551466,0.012181070716362067,-0.07196775811560024,17,0.85,0.17307692307692307,0.6442307692307693,0.18269230769230768,0.17307692307692307,0.6442307692307693,0.18269230769230768,0.4752569341867724,0.6764705882352942,3.349999999999998,0.4699011006207607,0.848228669166565,0.0,3.7550121345653054e-10,4.1183730037364086e-11,2.0291225991120308e-10,0.012738853503184714,0.800000011920929,0.20000000298023224,170,36,20.03113199214125,0.02941176470588234,0.0,0.0,0.0,0.6941176470588235,0.3058823529411765,0.3058823529411765,0.0,0.0,-0.0054903443902730945,1.2984707236289978,1.2984707236289978,1.2984707355499268,1.6000237584114074,0.010879835800733418,0.06678375490009784,3.168730068206787,0.3058823529411765,0.309765625,0.0,1.4493636965751648,0.9524831652641297,5,10,0.025172900408506393,0.024002217594534157,-1,-1,0,False,0.00019,0.0,0.086637
119,49,3.594062089920044,4.9,idle,terminated,0.0006466599879786372,0.03168633321578089,0.03168633321578089,0.01577603295445431,0.00540563091635704,0.15,0.15,0.7982832618025751,1.8250000000000004,2.2700000000000005,4,5.7247927951812745,4.899999999999999,0.03144408349254358,0.23432197943821093,0.00868002519019803,-0.06815694318742181,17,0.85,0.14,0.72,0.14,0.14,0.72,0.14,0.47956457053149615,0.46938775510204084,2.0,0.47471373626372,0.8690000057220458,0.0,3.7931468105378805e-10,4.8515583911390436e-11,2.8081274944247167e-10,0.012048192771084338,0.800000011920929,0.20000000298023224,170,28,14.382991791921564,0.02040816326530613,0.0,0.0,0.0,0.7959183673469388,0.20408163265306123,0.20408163265306123,0.0,0.0,0.01362874943394369,1.436013638973236,1.436013638973236,1.4360135992368062,1.5219535132249196,0.025870115544724587,0.07801421095306675,2.2637521624565125,0.20408163265306123,0.19856770833333334,0.049136699798206486,1.7746141056219737,1.0175471305847168,4,12,0.0893159955739975,0.06421855483204122,3,2,0,True,0.00019,0.0,0.086588
120,86,5.831797361373901,8.6,idle,terminated,0.0007643253193236887,0.06573197903086114,0.06573197903086114,0.001356655586278066,0.004919860046356916,0.3,0.3,0.8170212765957446,1.733333333333334,2.1250000000000004,6,9.471821527481074,8.599999999999985,0.006698726195567073,0.0,0.0019783162658664395,-0.08785578246726473,14,0.7,0.21739130434782608,0.5748792270531401,0.20772946859903382,0.21739130434782608,0.5748792270531401,0.20772946859903382,0.47805708021488647,0.1511627906976744,1.0,0.4726111596296116,0.8451929867267602,0.0,1.302673441339052e-10,1.9860347741373907e-11,1.061640070992852e-10,0.012738853503184714,0.800000011920929,0.20000000298023224,160,45,7.9868897317647205,0.011627906976744207,0.0,0.0,0.0,0.8796511627906977,0.12034883720930234,0.12034883720930234,0.0,0.0,-0.009667876176536083,1.727909513314565,1.727909513314565,1.7279094974199931,1.586484932899475,0.01372029750297467,0.14133921209722758,3.009446402390798,0.12034883720930233,0.121484375,0.08234900745252768,3.2381815989812215,0.6982432196537653,5,30,0.061951715499162674,0.05827236268669366,-1,-1,0,False,0.00019,0.0,0.08650200000000001
