episode,approx_kl__lr_c=2e-4__raw,approx_kl__lr_c=2e-4__smooth,approx_kl__lr_c=2e-4__band_low,approx_kl__lr_c=2e-4__band_high,approx_kl__lr_c=3e-4__raw,approx_kl__lr_c=3e-4__smooth,approx_kl__lr_c=3e-4__band_low,approx_kl__lr_c=3e-4__band_high,approx_kl__lr_c=5e-4__raw,approx_kl__lr_c=5e-4__smooth,approx_kl__lr_c=5e-4__band_low,approx_kl__lr_c=5e-4__band_high,entropy__lr_c=2e-4__raw,entropy__lr_c=2e-4__smooth,entropy__lr_c=2e-4__band_low,entropy__lr_c=2e-4__band_high,entropy__lr_c=3e-4__raw,entropy__lr_c=3e-4__smooth,entropy__lr_c=3e-4__band_low,entropy__lr_c=3e-4__band_high,entropy__lr_c=5e-4__raw,entropy__lr_c=5e-4__smooth,entropy__lr_c=5e-4__band_low,entropy__lr_c=5e-4__band_high,clip_frac__lr_c=2e-4__raw,clip_frac__lr_c=2e-4__smooth,clip_frac__lr_c=2e-4__band_low,clip_frac__lr_c=2e-4__band_high,clip_frac__lr_c=3e-4__raw,clip_frac__lr_c=3e-4__smooth,clip_frac__lr_c=3e-4__band_low,clip_frac__lr_c=3e-4__band_high,clip_frac__lr_c=5e-4__raw,clip_frac__lr_c=5e-4__smooth,clip_frac__lr_c=5e-4__band_low,clip_frac__lr_c=5e-4__band_high
15,0.0129198473179712,0.007983033022222367,0.0037289789288591276,0.012237087115585606,0.0064745540963485,0.007709988356153967,0.003552413586088222,0.011867563126219711,0.0141384358517825,0.010750586418434939,0.005413733289430482,0.016087439547439394,1.7275498747825622,1.7817010643747118,1.6652234326629125,1.898178696086511,1.522523033618927,1.7975108432769775,1.5892529067552696,2.0057687797986854,2.163977265357971,2.079057714674208,1.9703814077615218,2.1877340215868943,0.12734375,0.05207847223513655,0.021730435622477777,0.08242650884779532,0.058984375,0.04747395833333334,0.03558909890031691,0.05935881776634976,0.10546875,0.08572916666666666,0.060825565240481425,0.1106327680928519
16,0.0175487719476222,0.008580891705059856,0.0038259499365818576,0.013335833473537855,0.0048399823717772,0.0075306129821304186,0.0034504322874790803,0.011610793676781757,0.016636424139142,0.011118451275979132,0.005756698382830927,0.016480204169127335,1.7636372089385983,1.7805720734099546,1.667953409890893,1.8931907369290162,1.5108975887298584,1.7795975148677827,1.5660228418894733,1.9931721878460922,2.097117280960083,2.0801864375670753,1.9750981193875374,2.1852747557466135,0.07734375,0.05365755209544052,0.023665903328205215,0.08364920086267583,0.03203125,0.0465087890625,0.03439524076449235,0.05862233736050765,0.09921875,0.08657226562499999,0.062277894670983505,0.11086663657901648
17,0.0194028953555971,0.009217480155091459,0.003917900756648835,0.014517059553534082,0.0123758618487045,0.007815627621340658,0.0036939351046331014,0.011937320138048215,0.0125321481493301,0.011201609915588011,0.005998804848555287,0.016404414982620734,1.789527523517609,1.781098864592758,1.6720346825063683,1.8901630466791475,1.5821434020996097,1.7679825670578901,1.5557169873144217,1.9802481468013586,2.184555101394653,2.0863257707334033,1.9814730814328754,2.1911784600339312,0.0984375,0.056291666678061666,0.025287863325480116,0.08729547003064322,0.06796875,0.04777113970588236,0.03493926846309134,0.060603010948673375,0.131640625,0.08922334558823529,0.06328480754514003,0.11516188363133055
18,0.0224178652279078,0.009950834881359033,0.0039413410684028816,0.015960328694315185,0.0130797042511403,0.008108076322996195,0.0039213703482320955,0.012294782297760293,0.014868538477458,0.011405328169025234,0.006284400898647816,0.016526255439402653,1.793991208076477,1.781815105897409,1.6759636807442155,1.8876665310506024,1.672927153110504,1.7627017107274796,1.555558625874987,1.9698447955799723,2.0494633316993713,2.084277857453735,1.982185416185462,2.1863702987220077,0.091796875,0.05826417825150269,0.02704356049669527,0.0894847960063101,0.0453125,0.04763454861111111,0.035172323820641456,0.06009677340158077,0.12109375,0.0909939236111111,0.06473254766406294,0.11725529955815925
19,0.0214850947260856,0.010557901188976222,0.0041462132515453975,0.016969589126407045,0.0077909097541123,0.008091383345686516,0.004021985916888027,0.012160780774485007,0.0059488676488399,0.0111181460363839,0.005986478572467657,0.016249813500300143,1.708808994293213,1.7779726789708723,1.6737490190421482,1.8821963388995964,1.6851940631866456,1.7586223608569096,1.5565316724886442,1.960713049225175,2.1004826068878173,2.085130739002897,1.985845094756279,2.184416383249515,0.116015625,0.06130372808037097,0.028196117556904578,0.09441133860383735,0.05703125,0.04812911184210526,0.0358276428052343,0.06043058087897622,0.145703125,0.09387335526315789,0.06543259515140198,0.1223141153749138
20,0.0036765474476851,0.010213833501911665,0.0037862582958046584,0.01664140870801867,0.0071473502088338,0.008044181688843879,0.004077700042011434,0.012010663335676323,0.0203486334066838,0.011579670404898896,0.006175218051697291,0.0169841227581005,1.7075126051902771,1.7744496752818424,1.6717896143504776,1.8771097362132072,1.7486322164535522,1.7581228536367415,1.561409537429894,1.954836169843589,2.2554081678390503,2.093644610444705,1.9897767319707595,2.19751248891865,0.090234375,0.06275026042635241,0.02988275691288137,0.09561776393982346,0.023828125,0.0469140625,0.03376535515549596,0.06006276984450404,0.125390625,0.09544921875,0.06688400764839891,0.12401442985160108
21,0.0090980178676545,0.010160699424089894,0.003891144040061548,0.01643025480811824,0.0037786605767905,0.007841061635888958,0.003864537940990823,0.011817585330787092,0.0155823733657598,0.011770275307797033,0.006430740235779056,0.01710981037981501,1.6281328916549682,1.7674822093948486,1.662450828829206,1.8725135899604912,1.6733274698257443,1.7540849782171701,1.5614617305796539,1.9467082258546864,2.068538522720337,2.09244908245783,1.991063065669223,2.1938350992464373,0.0703125,0.06311036707271658,0.03103261215471307,0.0951881219907201,0.0265625,0.04594494047619048,0.0323814885915289,0.05950839236085206,0.10625,0.09596354166666667,0.06802203472216095,0.12390504861117238
22,0.0089570313924923,0.01010598724083546,0.003982148358890868,0.016229826122780053,0.0149688904173672,0.008165053853228877,0.003997426939069913,0.01233268076738784,0.0177350593963637,0.012041401857277338,0.0066776161756764065,0.01740518753887827,1.77859308719635,1.7679872492949167,1.6654597481667286,1.8705147504231048,1.7783729553222656,1.7551889771764928,1.567136628520101,1.9432413258328847,2.3954464912414553,2.106221691947995,1.988057791903733,2.2243855919922573,0.068359375,0.06334895834213855,0.03202427848716669,0.09467363819711042,0.0390625,0.04563210227272727,0.03231444582733961,0.058949758718114934,0.137109375,0.09783380681818182,0.06918936732697109,0.12647824630939256
23,0.0075372230960056,0.009994301843234162,0.00398733198436019,0.016001271702108133,0.0085746237076818,0.00818286123820509,0.004110159152668952,0.012255563323741229,0.0022310783388093,0.011614866052126553,0.0059893069813344935,0.017240425122918613,1.6490772128105164,1.7628172477086386,1.6596240286883606,1.8660104667289166,1.6886807799339294,1.7522973164268163,1.5680459535731115,1.936548679280521,2.2048831224441527,2.1105113193608713,1.9932455547998507,2.2277770839218918,0.0640625,0.06337998189248037,0.03277514423756049,0.09398481954740025,0.046875,0.045686141304347824,0.03267209807315162,0.05870018453554403,0.16328125,0.10067934782608695,0.06954348964362882,0.13181520600854507
24,-0.0063469059183262,0.009313418186502479,0.002557584246122969,0.01606925212688199,-0.0001537358388304,0.007835503026661946,0.003504046220421715,0.012166959832902176,0.0136932883411645,0.011701466980836467,0.006183228553630041,0.017219705408042893,1.4815834999084472,1.7510991748836304,1.634989894779845,1.867208454987416,1.6806952238082886,1.7493138959010441,1.5685207563368027,1.9301070354652856,2.0781322002410887,2.109162189397547,1.9942837217528682,2.2240406570422255,0.0718181811273098,0.06373157352726493,0.03374993397213842,0.09371321308239143,0.0328125,0.04514973958333333,0.032153314884347514,0.05814616428231914,0.14375,0.10247395833333332,0.07077873673598173,0.13416917993068492
25,0.0004549091681838,0.008959077825769733,0.002112290330783022,0.015805865320756445,0.0100309229921549,0.007923319825281664,0.003660388568743112,0.012186251081820216,0.0112441890407353,0.01168317586323242,0.006280349782534896,0.017086001943929945,1.67335684299469,1.747989481608073,1.6332663531886995,1.8627126100274465,1.5890988826751709,1.7429052953720094,1.5630414857067936,1.9227691050372253,1.9834909677505492,2.104135340531667,1.9889011660460432,2.219369515017291,0.090625,0.06480731058617432,0.03496816091703319,0.09464646025531545,0.03984375,0.04493749999999999,0.03217053473732973,0.05770446526267025,0.12890625,0.10353124999999999,0.07205624532733565,0.13500625467266433
26,0.0183867178857326,0.009321679366537534,0.0023630993495374463,0.016280259383537624,0.0035763122141361,0.0077561272248529885,0.0034932095516337297,0.012019044898072248,0.0040957678807899,0.011391352479292323,0.005892526100445175,0.01689017885813947,2.2225351095199586,1.7662412365277607,1.6203089548166463,1.912173518238875,1.7772178292274474,1.7442250082126032,1.5678667560163537,1.9205832604088526,2.197724151611328,2.107734910188577,1.9933468084681774,2.2221230119089768,0.10625,0.06640126017901377,0.03605628667802602,0.09674623368000151,0.071484375,0.045958533653846154,0.03240933298676077,0.05950773432093154,0.103515625,0.10353064903846153,0.07269156844632169,0.13436972963060137
27,0.0098109825747087,0.00933980170758091,0.0025157028754590567,0.016163900539702764,0.005738584883511,0.007681403434432915,0.0034832747491908584,0.011879532119674971,0.0102032194845378,0.011347347553560674,0.005950458617378367,0.01674423648974298,1.7632472038269045,1.7661303464277291,1.6230308109559075,1.9092298818995508,1.5682989716529847,1.7377092290807654,1.5614926334372754,1.9139258247242554,1.9120852470397949,2.100488626368252,1.9821707684467227,2.218806484289781,0.06484375,0.06634357461682808,0.03658637031039896,0.09610077892325719,0.04765625,0.04602141203703703,0.03273131095063454,0.05931151312343952,0.195703125,0.10694444444444444,0.07188552171093038,0.1420033671779585
28,0.010049278428778,0.00936514016190938,0.0026672636968586797,0.01606301662696008,0.0043904437858145,0.007563869161267971,0.0033975357934310944,0.011730202529104849,0.0105486274696886,0.011318821836279528,0.006020667599203909,0.016616976073355147,1.9661206483840945,1.7732728572118852,1.6278511089598036,1.9186946054639669,1.7209288001060483,1.7371099280459539,1.564158315314527,1.9100615407773807,2.237492060661316,2.105381606164433,1.9864236943646414,2.2243395179642245,0.078125,0.06676433980908422,0.03747863593877721,0.09605004367939124,0.048046875,0.046093749999999996,0.033046467834585806,0.059141032165414185,0.10703125,0.10694754464285713,0.07254398275244126,0.141351106533273
29,0.0115020858356729,0.009438827943763294,0.0027311314268620573,0.01614652446066453,0.0104324529878795,0.007662785844944231,0.0034657857427504097,0.011859785947138053,0.012113318266347,0.011346218264902544,0.006133485447646222,0.016558951082158865,2.1930304050445555,1.7877472554130116,1.6309265272467357,1.9445679835792875,1.6910919904708863,1.735523102612331,1.5798216828196068,1.8912245224050552,2.4332531929016112,2.116687522948473,1.98260463591979,2.2507704099771564,0.08125,0.0672638453329089,0.03846512462668182,0.09606256603913597,0.04609375,0.046093749999999996,0.03353006750733338,0.05865743249266661,0.114453125,0.10720635775862068,0.07315206595142347,0.1412606495658179
30,0.0154469043016433,0.009639097155692626,0.002956058721457551,0.016322135589927702,0.0104617997072637,0.007756086307021546,0.0035430854212928718,0.01196908719275022,-0.0021898422390222,0.010895016248105053,0.005131447507283285,0.01665858498892682,1.9184631824493408,1.7921044529808894,1.6361329911895512,1.9480759147722275,1.5471616983413696,1.7292443891366323,1.577832542927647,1.8806562353456175,2.144005012512207,2.117598105933931,1.9871871232809897,2.2480090885868727,0.0515625,0.06674046715514527,0.039804711803813383,0.09367622250647716,0.0558333352208137,0.04641840284069379,0.03380004853366535,0.05903675714772223,0.125,0.10779947916666667,0.07532390909058956,0.14027504924274378
31,0.0162678308784961,0.009852927275783062,0.003092640538082756,0.01661321401348337,0.0007396417669951,0.007529749386375533,0.003123729295570461,0.011935769477180605,0.00515663838014,0.01070990728462231,0.0049099412225262476,0.01650987334671837,1.926355504989624,1.7964351320779453,1.638003378578822,1.9548668855770686,1.6505000352859498,1.726704248689836,1.5754937228826276,1.8779147744970446,2.142789125442505,2.118410719466466,2.001752565614132,2.2350688733187996,0.0609375,0.06655327466626962,0.04062242438125688,0.09248412495128236,0.04375,0.04633232532970367,0.034792207931276985,0.05787244272813035,0.10390625,0.10767389112903226,0.0752323252655572,0.14011545699250733
32,0.010817471682094,0.009883069288480277,0.00319454595339546,0.016571592623565095,0.0018945511546917,0.0073536494416354126,0.0028875167425233073,0.011819782140747519,0.0001503763720393,0.010379921943604091,0.004286736419535668,0.016473107467672513,1.886802673339844,1.7992591177423796,1.639770339657399,1.95874789582736,1.6728005528450012,1.725019758194685,1.5835234609561513,1.8665160554332185,2.0990362405776977,2.1178052670011915,2.00613523851383,2.229475295488553,0.057421875,0.06626791842669869,0.04128651052389358,0.09124932632950379,0.050390625,0.046459147194400426,0.034905628049493986,0.058012666339306865,0.10390625,0.10755615234375,0.07524494034095419,0.1398673643465458
33,0.0083430333994328,0.009836401534266717,0.0031435063274936883,0.016529296741039746,0.0103451811242848,0.007444301916867212,0.0029474807568076484,0.011941123076926775,0.0190581267699599,0.010642897847433054,0.004373172587913798,0.01691262310695231,2.3287786483764648,1.8153051641252307,1.6258510506743493,2.004759277576112,1.968214821815491,1.7323893055771336,1.5999424490883667,1.8648361620659004,2.544147825241089,2.130724738463007,1.995866263226687,2.265583213699327,0.06015625,0.06608271635316237,0.0423142087403376,0.08985122396598715,0.0484375,0.0465190972794186,0.03508575901888241,0.05795243553995479,0.084375,0.10685369318181817,0.07540297024197067,0.13830441612166566
34,0.0193583996966481,0.010116460303748524,0.0032283467542965315,0.017004573853200516,0.0085297727026045,0.007476227528212427,0.0030693355547175213,0.011883119501707333,0.0097918732557445,0.010617867712383391,0.004421226768836809,0.016814508655929976,1.9219236850738528,1.8184410029766607,1.6277394479976688,2.0091425579556526,1.81077561378479,1.7346947852303,1.6140482463377028,1.8553413241228973,2.236072134971619,2.1338231913014956,1.9986367583392401,2.269009624263751,0.073046875,0.0662875445486576,0.04395131378560956,0.08862377531170562,0.053515625,0.04672487750649452,0.03520466857717218,0.058245086435816856,0.118359375,0.1071920955882353,0.0764783812530415,0.1379058099234291
35,0.0169936766847968,0.010312952200349902,0.003482406487506617,0.01714349791319319,0.007988678838592,0.007490868994223272,0.003124598244215077,0.011857139744231467,0.0141997371800243,0.010720206840030274,0.004515900186617956,0.01692451349344259,2.2445921897888184,1.8306167511712939,1.6238325023038107,2.037401000038777,2.144152855873108,1.746393587248666,1.6054850696717569,1.8873021048255751,2.696250486373901,2.1498925425892783,1.9813450925807294,2.318439992597827,0.083984375,0.0667931682758388,0.04591116754695923,0.08767516900471836,0.08515625,0.04782291672059468,0.03415581888531321,0.06149001455587615,0.11875,0.10752232142857143,0.07839727417165114,0.13664736868549174
36,0.0023890552693046,0.01009284395226531,0.003167245315527957,0.017018442589002664,0.0112002515001222,0.007593907397164909,0.003223274052041627,0.011964540742288192,0.0012322396971285,0.010456652197171892,0.004083833318450546,0.016829471075893238,2.1474212408065796,1.839416875883385,1.6239156587519954,2.054918093014775,2.1190449237823485,1.7567450132634905,1.5959654182834768,1.9175246082435042,2.6656935930252077,2.164220349545832,1.9739748773241164,2.354465821767548,0.091015625,0.06746601429595439,0.04681727602293204,0.08811475256897675,0.05234375,0.04794849542280038,0.034315029793638006,0.06158196105196275,0.146875,0.1086154513888889,0.07988863767021064,0.13734226510756714
37,0.0174433090724051,0.010340424514854174,0.0037055039618442073,0.01697534506786414,0.0128112559206783,0.0077093519542594385,0.0032542365712418713,0.012164467337277007,0.0184278300032019,0.010517296207318453,0.004184354453497025,0.01685023796113988,1.7026752710342408,1.8294749522650686,1.6134317976152466,2.0455181069148907,1.960408926010132,1.7522418902979957,1.5843033429831448,1.9201804376128466,2.2630773544311524,2.168870559555513,1.9788583144069325,2.3588828047040935,0.0570000000298023,0.06802938235233778,0.04838538085420355,0.08767338385047202,0.05546875,0.04870804403391149,0.035579204987592754,0.06183688308023023,0.1078125,0.10791015625,0.08064397695081786,0.13517633554918215
38,0.0120906878262758,0.010587259249101968,0.003976283624680657,0.01719823487352328,0.0061621787957847,0.007721365780054327,0.0033417389518777107,0.012100992608230943,0.0206066687591373,0.010709770483663263,0.004115115054217042,0.017304425913109482,1.9166193723678588,1.8287710598221532,1.6152455538536854,2.042296565790621,1.9188817501068116,1.7509284026092955,1.5782348539006095,1.9236219513179815,2.2911941051483153,2.1781486344558223,1.9907833772613504,2.365513891650294,0.059375,0.06930976429678223,0.050723446081626114,0.08789608251193835,0.060546875,0.049261429450578154,0.03595705707006823,0.06256580183108808,0.105859375,0.10941840277777777,0.08481227992036408,0.13402452563519146
39,0.0112955902004614,0.010710256655928977,0.004139339156273824,0.017281174155584132,0.0083662723191082,0.007792489710145297,0.0034169304096454134,0.012168049010645181,0.0071892079664394,0.010506613578871539,0.003997583396579692,0.017015643761163386,1.9453822016716005,1.8339725073840885,1.6225439113087137,2.0454011034594632,1.8908483028411864,1.7542255337591526,1.5796438225805884,1.9288072449377167,2.3160017490386964,2.1917435419780236,2.0061879635904774,2.37729912036557,0.119140625,0.07175117054678223,0.05166503832083014,0.09183730277273433,0.0625,0.04895761000613372,0.035604680573376034,0.0623105394388914,0.10234375,0.10949074074074074,0.08653702494493246,0.13244445653654902
40,0.0136060338467359,0.010943269748693389,0.004372908681741189,0.017513630815645588,0.019517396017909,0.00824177831770305,0.003355626910926288,0.013127929724479811,0.0123670772183686,0.010515152634535356,0.004014977993831047,0.017015327275239665,1.6735939025878903,1.8318118866946962,1.6181494023107905,2.0454743710786016,1.830604660511017,1.7502110418346193,1.5747928702543872,1.9256292134148514,2.233650779724121,2.1993922270006605,2.014125139366627,2.384659314634694,0.0859375,0.07323409878752297,0.05322646250740394,0.09324173506764201,0.066015625,0.049424189867244825,0.03577003101261163,0.06307834872187802,0.093359375,0.10949435763888889,0.08602584173049312,0.13296287354728467
41,0.0082845962373539,0.01084058345069121,0.004238171598492716,0.017442995302889702,0.0094772872165776,0.008286585861383637,0.0038794553073867493,0.012693716415380526,0.0096519194543361,0.010631903845286469,0.004173204918270201,0.01709060277230274,1.8026681900024415,1.8315486553642488,1.6200109286203288,2.043086382108169,1.845531725883484,1.7439797358380422,1.572481459028491,1.9154780126475934,2.30908317565918,2.2051901747783025,2.0213469995365667,2.3890333500200382,0.065625,0.07421066128752297,0.05402297596587438,0.09439834660917157,0.051171875,0.04931568292280038,0.03581265999456053,0.06281870585104023,0.11484375,0.1109157986111111,0.08743278710544145,0.13439881011678076
42,0.0130393848288804,0.010981825285448853,0.004385612572079989,0.017578037998817717,0.0127280453685671,0.008555812165690804,0.004117599806286088,0.01299402452509552,0.0137543836608529,0.010591353496420153,0.004376405425524271,0.016806301567316034,1.6733174324035645,1.827514273259375,1.6168563216321048,2.038172224886645,1.892674732208252,1.741126850909657,1.5739941029527507,1.9082595988665632,2.3350134611129763,2.2117513938082585,2.026988779969893,2.396514007646624,0.07265625,0.07536083489863409,0.055398948100126036,0.09532272169714213,0.07890625,0.05020543986724482,0.03569416772842838,0.06471671200606126,0.108984375,0.11185980902777778,0.08850601315027376,0.1352136049052818
43,-0.0025381127372384,0.010817691407929545,0.0036875886112107178,0.01794779420464837,0.0104588107205927,0.008712937048565194,0.004272579298918518,0.013153294798211871,0.0162826782092452,0.010857930739035062,0.0045913957530554425,0.017124465725014682,1.3878732204437256,1.8126898232433528,1.5853133249280515,2.0400663215586543,1.963091802597046,1.7416207409567304,1.5764638282019543,1.9067776537115064,2.174880838394165,2.2130736778179805,2.0284594002375833,2.3976879553983776,0.0655555568635463,0.07626515591724052,0.058453124379383756,0.09407718745509729,0.05625,0.05042245375613372,0.03595287037398742,0.06489203713828001,0.10390625,0.11303168402777779,0.0896397883951286,0.13642357966042698
44,0.0275620821863412,0.011452587514456006,0.0037686363097862016,0.01913653871912581,0.0135491895023733,0.008782717920742734,0.004301448712328999,0.01326398712915647,0.0214862706139683,0.01130831289434956,0.004822612376534805,0.017794013412164317,1.994637393951416,1.8186905082729128,1.5901014472406614,2.0472795693051644,2.006022346019745,1.746455971399943,1.5836671028604035,1.9092448399394826,2.2847548723220825,2.2189477394024535,2.0362206844308055,2.4016747943741015,0.084765625,0.07708980869501829,0.059226630685715896,0.09495298670432067,0.0734375,0.0513230613950226,0.03681203823430696,0.06583408455573825,0.112109375,0.11407335069444444,0.09098164523785035,0.13716505615103852
45,0.0094020554795861,0.011727300902324062,0.004184855706657052,0.01926974609799107,0.0039587818086147,0.008709998189685049,0.0041963789676080126,0.013223617411762086,0.0071848906576633,0.011456175869938664,0.0049274337607919105,0.017984917979085416,1.6914069890975951,1.8176366100708643,1.5873254320671155,2.0479477880746133,1.8046831369400025,1.7477627598577077,1.5900679422241324,1.905457577491283,1.9636555433273315,2.214350786142879,2.024331583843687,2.404369988442071,0.08515625,0.07838104133390718,0.06091230110905897,0.09584978155875538,0.0765625,0.052668547506133714,0.03774595508381499,0.06759113992845245,0.08828125,0.11460503472222221,0.09084341538977432,0.13836665405467008
46,0.0207385812187567,0.01189588711099022,0.004438800496495948,0.01935297372548449,0.0179709268733859,0.008855646199501441,0.004071048796429563,0.013640243602573321,0.0141666013747453,0.011558036362273675,0.005042659106669421,0.01807341361787793,2.1614503860473633,1.831820602549447,1.5943114539688423,2.0693297511300517,2.0572553634643556,1.7574822975529565,1.5943040095363066,1.9206605855696064,2.363192105293274,2.2236107736825943,2.035778004276237,2.411443543088952,0.094921875,0.0799001385561294,0.06232630366329289,0.09747397344896591,0.11796875,0.054632523200578154,0.03545574059444995,0.07380930580670636,0.11328125,0.11618923611111111,0.09240774866805931,0.1399707235541629
47,0.0236566167324781,0.012332668238862685,0.0047549356160458914,0.01991040086167948,0.0208958627656102,0.00924362056296858,0.003934776711557925,0.014552464414379237,0.0108369322028011,0.011736401271708781,0.005300606192145598,0.018172196351271964,1.7185560703277587,1.8332953814003201,1.5960098647494825,2.070580898051158,1.6973278045654296,1.7599331504768796,1.5970832128010477,1.9227830881527115,2.0424718976020815,2.22321890923712,2.0333953155768314,2.4130425028974085,0.1,0.08056203091724051,0.064060084481321,0.09706397735316002,0.07421875,0.05561993639502261,0.036135772200243575,0.07510410058980163,0.103515625,0.11710069444444443,0.0937623911158283,0.14043899777306054
