episode,task_success_rate,mean_cft_est,risk_penalty_mean
72,0.859485950042532,2.7109154953363244,0.009974569568416216
73,0.8707768471449843,2.696000680631507,0.009232346699048847
74,0.8945376051312668,2.672301664832984,0.009747715045060215
75,0.8803476748151426,2.6527865463022184,0.008932322602592345
76,0.8896586669498544,2.6273620654387986,0.008483171765405046
77,0.8758452316413048,2.700792954961387,0.008765785766230737
78,0.8787593056405515,2.683274872410648,0.009630711339004276
79,0.884692273919036,2.6590084869613837,0.00885872350589389
80,0.8926631926930025,2.6548079110237173,0.00958165360634352
81,0.8969839759840682,2.6042866942291334,0.010312039841565746
82,0.8919952867953266,2.6215578585759935,0.010048352390312716
83,0.8961121611985337,2.6248595438710605,0.00712007688426754
84,0.9028510347312343,2.6087491963349376,0.00905395477100662
85,0.8761245213745384,2.5844160169349286,0.00846370463983436
86,0.8964970670628573,2.6548825659473043,0.008630669108743267
87,0.8893045837234873,2.6546398530838924,0.009861286383202484
88,0.8949225731700522,2.6281123378884317,0.007997227722484552
89,0.9029727297650311,2.6314501355938367,0.009134893493456536
90,0.8930529522957218,2.642560735001081,0.009192410300690937
91,0.904207923789853,2.635133273081157,0.007595608526317382
92,0.908079069726192,2.599926659846937,0.008084541398651352
93,0.8923373173012662,2.5770807585578916,0.009495290846118661
94,0.8926472289784095,2.564944423116747,0.008557818869216562
95,0.898942081879026,2.6414993945993492,0.008451860472482517
96,0.9076623910917938,2.5243493827705175,0.009024213619070158
97,0.9028195569727128,2.589495395337016,0.008152401344052734
98,0.9162214305894518,2.5919631479174297,0.008216932221990209
99,0.9146536633871526,2.564940917431976,0.009061317133837109
100,0.9228828200721193,2.5780929652753035,0.007749626058894814
101,0.9138703698830174,2.5861705396610364,0.007518362425425528
102,0.9276828883919194,2.617028822846288,0.008152519800378429
103,0.9046795842483106,2.5571954710194382,0.00822239532561944
104,0.9075422667307792,2.5734163144658107,0.008294104867428117
105,0.911963587292339,2.5839843460020098,0.009042314075984754
106,0.9366146797862834,2.5396884235629438,0.007835491319877411
107,0.9276380111842756,2.5929186183583797,0.007812385642805194
108,0.9433155976041532,2.589257322475909,0.008215634153469407
109,0.9154999218081509,2.5651109967868746,0.008095450207403909
110,0.914463097429057,2.5578612310722355,0.008043242603637306
111,0.9118283788497342,2.5510091655941602,0.007944342307547056
112,0.9152540237724074,2.5386557119021087,0.0077665778235404305
113,0.9439008598945443,2.536933791386157,0.008131907676621352
114,0.9319298613710031,2.516708667610413,0.006934547708852333
115,0.9284931975457514,2.5102862678507183,0.007348148307802782
116,0.9410165244798723,2.5543540357039958,0.007135986172282736
117,0.9365096507765709,2.533484639780162,0.007300137228656299
118,0.9305858469943686,2.6046555199795303,0.008500660341110342
119,0.9261604131770436,2.5356367624875857,0.009293766614061456
120,0.9444623912027198,2.562646377680525,0.007667681408734186
121,0.921951885916757,2.522273686819278,0.008007132554034575
122,0.9383520456349713,2.5208344716824214,0.00788249905312342
123,0.9320707228159527,2.5056787657523656,0.006738817884260402
124,0.9345008609866564,2.462045071765727,0.0077193098680531265
125,0.9544154842037946,2.4852666677527053,0.007953572409993623
126,0.9204392876938184,2.450997964821609,0.008115693554976452
127,0.9325166386303443,2.5418939651320045,0.007531958552296487
128,0.942716081138859,2.510568745271383,0.006775368197575833
129,0.9336460342825018,2.478633021822354,0.006560951766995763
130,0.9391134565041774,2.534059798113498,0.007688321623686254
131,0.9203385855323245,2.4756373841973027,0.007437786506121312
132,0.9438431752285803,2.4882141034091787,0.00641704575440041
133,0.9286422666266212,2.505353199548342,0.007650612622486736
134,0.9287261971249972,2.5449623494568816,0.0077826362695173
135,0.9434215126951446,2.545607384136603,0.007262358529296803
136,0.9274301343956703,2.494837813246692,0.006646323716181177
137,0.9587823953976052,2.489576716567652,0.006393019766879384
138,0.9301368983804671,2.505805352290275,0.005910204815281351
139,0.9452922271273186,2.4579560215280143,0.007330850973992516
140,0.9452690621720361,2.471899822447129,0.00705041750747806
141,0.9480861714780009,2.542144173220488,0.0075443917032998065
142,0.9432699502925038,2.521504779645898,0.008268827306368408
143,0.946998071482755,2.5766416697316474,0.007653578785464046
144,0.9445952577573892,2.4950878859962704,0.0067641962059628085
145,0.9205357647776093,2.5012559287292446,0.005625353000144884
146,0.9547979563970876,2.4920071185283796,0.006403108941740581
147,0.9498968257988949,2.5345585729952225,0.006152265713712677
148,0.9361277720329726,2.4806805293670364,0.006573720716570679
149,0.947665413131074,2.489675019557634,0.007401941215327637
150,0.9405219809199693,2.5300426323938163,0.00661714566880277
151,0.940553753738457,2.5078408108592662,0.0068023190145023536
152,0.9329024655971705,2.4738505693005886,0.007199705980822842
153,0.9577169775970874,2.513665267130549,0.006500588192642783
154,0.9440722431559703,2.5193965539498433,0.0062415566037074596
155,0.9508285322817449,2.4765526432749647,0.007054627957166007
156,0.9427736643548105,2.5133979712278136,0.007398958253816933
157,0.9305395803366999,2.455603007471579,0.00641133315490021
158,0.9321861507103301,2.503143635511532,0.006759984294475941
159,0.9516334738110536,2.5261991334859037,0.00747787717276481
160,0.9414904982612471,2.500105350581748,0.0069352153854670365
161,0.9500566693268035,2.490711778521264,0.006826077848765674
162,0.9301837772027424,2.481158028244697,0.005571162793373453
163,0.9559487008124248,2.511313300928363,0.0075234652405168495
164,0.9351734892843628,2.4628012989470585,0.007260716756356486
165,0.9308660936958967,2.4172064772571513,0.006322658622149091
166,0.939119402562873,2.51361230982209,0.006091801712751776
167,0.9400384125793414,2.492824463935806,0.007712424967047944
168,0.9389905120872531,2.4793003104015865,0.006690240771745646
169,0.9444007692163892,2.463064860861015,0.006525187574423233
170,0.9311356785288185,2.426232509814322,0.0067210486287793345
171,0.937547760415,2.496317001282273,0.0071686945462276705
172,0.9459651062700276,2.4725624757654527,0.0062034323756511665
173,0.9437284691862147,2.4484906087579215,0.006367037850157438
174,0.9374056048622765,2.5086548108382245,0.005915371340859831
175,0.9331343499799056,2.444066639588926,0.006867746596207634
176,0.9401735775342723,2.4986392357830054,0.0069897824055211895
177,0.9404717629295822,2.498111216675333,0.006687862772424078
178,0.9348532221456319,2.4639756708136193,0.00651689723949982
179,0.9453192182339286,2.4435374877637743,0.006618100096840365
180,0.9460626331013908,2.4703782924004254,0.006894179624602091
181,0.9416261061646876,2.470386479080695,0.005887542539792178
182,0.9398960380980258,2.5047035011798413,0.005883440737602095
183,0.9690787877358679,2.477175323030209,0.005849912847584979
184,0.9526576859299215,2.4457904797536663,0.005746107828217855
185,0.9368088830566137,2.4157741008905993,0.007856069789257238
186,0.9587590325829263,2.469677114124406,0.006534517224644368
187,0.9482472003701294,2.445347703497097,0.0062034237286915225
188,0.9517507961522789,2.48753687074478,0.006137446831294667
189,0.9401117440303246,2.4889384942470962,0.006579869321403449
190,0.9523289163679215,2.479608305080155,0.007203513282855865
191,0.9524114571923425,2.443797156875252,0.005994701600269263
192,0.9307634926261672,2.4441287219886414,0.006835300584124561
193,0.9589207009574932,2.4404617155385018,0.005976878145132296
194,0.9517792924140217,2.47975985789053,0.006801819536115247
195,0.9610215961683614,2.508679579009349,0.0056524652065316015
196,0.9356084376623088,2.4967613213759665,0.006343376828792056
197,0.9496256603311346,2.436650278815309,0.006411792455917799
198,0.9400305947907914,2.483646006629162,0.006587674434946717
199,0.9623553657634593,2.4296968656136957,0.0060158074403133715
200,0.9364411186684389,2.4773446361364964,0.006538450678717624
