phase,method,policy,metric_id,metric_cn,direction,mean,std,n,matched_k,stat_basis
后期,Local-Only,Local-Only,reward_mean,平均步奖励,higher,-0.30654761160626975,0.06921399236228186,120,120,matched_tail_raw_baseline
后期,Random,Random,reward_mean,平均步奖励,higher,-1.7105267965084678,0.7971145606884996,120,120,matched_tail_raw_baseline
后期,Static,Static,reward_mean,平均步奖励,higher,-0.04798334614287505,0.03345294289482008,120,120,matched_tail_raw_baseline
后期,当前算法(MAPPO),MAPPO,reward_mean,平均步奖励,higher,-0.011136993752218863,0.013318708307505677,120,120,matched_tail_raw_baseline
中期,CP-EFT,CP-EFT,rho_selected_p10,远端信誉分位数(p10),higher,0.4739421988030275,0.06009472900756771,120,120,matched_tail_raw_baseline
中期,EFT,EFT,rho_selected_p10,远端信誉分位数(p10),higher,0.46087419008215263,0.06337398042223152,120,120,matched_tail_raw_baseline
中期,Greedy,Greedy,rho_selected_p10,远端信誉分位数(p10),higher,0.617418412938714,0.15486552475378015,120,120,matched_tail_raw_baseline
中期,LB-Greedy,LB-Greedy,rho_selected_p10,远端信誉分位数(p10),higher,0.4678981412698825,0.05928772685563568,120,120,matched_tail_raw_baseline
中期,Local-Only,Local-Only,rho_selected_p10,远端信誉分位数(p10),higher,0.0,0.0,120,120,matched_tail_raw_baseline
中期,Random,Random,rho_selected_p10,远端信誉分位数(p10),higher,0.4610754732539256,0.06288238494456364,120,120,matched_tail_raw_baseline
中期,Static,Static,rho_selected_p10,远端信誉分位数(p10),higher,0.6204248627026876,0.15221278892559434,120,120,matched_tail_raw_baseline
中期,当前算法(MAPPO),MAPPO,rho_selected_p10,远端信誉分位数(p10),higher,0.6134874160091083,0.1539642403441531,120,120,matched_tail_raw_baseline
前期,CP-EFT,CP-EFT,rho_selected_p10,远端信誉分位数(p10),higher,0.4739421988030275,0.06009472900756771,120,120,matched_tail_raw_baseline
前期,EFT,EFT,rho_selected_p10,远端信誉分位数(p10),higher,0.46087419008215263,0.06337398042223152,120,120,matched_tail_raw_baseline
前期,Greedy,Greedy,rho_selected_p10,远端信誉分位数(p10),higher,0.617418412938714,0.15486552475378015,120,120,matched_tail_raw_baseline
前期,LB-Greedy,LB-Greedy,rho_selected_p10,远端信誉分位数(p10),higher,0.4678981412698825,0.05928772685563568,120,120,matched_tail_raw_baseline
前期,Local-Only,Local-Only,rho_selected_p10,远端信誉分位数(p10),higher,0.0,0.0,120,120,matched_tail_raw_baseline
前期,Random,Random,rho_selected_p10,远端信誉分位数(p10),higher,0.4610754732539256,0.06288238494456364,120,120,matched_tail_raw_baseline
