episode,seed,base_seed,t_ref,terminated,truncated,illegal_count,no_task_count,no_task_ratio,decision_step_ratio,all_steps,all_r_base_clip_ratio,all_r_shape_clip_ratio,all_r_total_clip_ratio,all_delta_t_abs_norm_p50,all_delta_t_abs_norm_p90,all_delta_t_abs_norm_p95,all_delta_phi_p50,all_delta_phi_p90,all_delta_phi_p95,all_r_total_mean,all_r_total_p50,all_r_total_p90,all_r_total_p95,all_base_clipped_rate_nonzero,decision_steps,decision_r_base_clip_ratio,decision_r_shape_clip_ratio,decision_r_total_clip_ratio,decision_delta_t_abs_norm_p50,decision_delta_t_abs_norm_p90,decision_delta_t_abs_norm_p95,decision_delta_phi_p50,decision_delta_phi_p90,decision_delta_phi_p95,decision_r_total_mean,decision_r_total_p50,decision_r_total_p90,decision_r_total_p95,decision_base_clipped_rate_nonzero,nonzero_steps,nonzero_r_base_clip_ratio,nonzero_r_shape_clip_ratio,nonzero_r_total_clip_ratio,nonzero_delta_t_abs_norm_p50,nonzero_delta_t_abs_norm_p90,nonzero_delta_t_abs_norm_p95,nonzero_delta_phi_p50,nonzero_delta_phi_p90,nonzero_delta_phi_p95,nonzero_r_total_mean,nonzero_r_total_p50,nonzero_r_total_p90,nonzero_r_total_p95,nonzero_base_clipped_rate_nonzero
37,7001,7,0.5,False,True,0,3881,0.97025,0.02975,4000,0.00625,0.0,0.0,0.0,0.0,0.0,0.0,0.006458584320000016,0.012021563327999961,0.1455611268085579,0.0,0.0006458584320000017,0.0016540995840000018,0.24509803921568626,119,0.21008403361344538,0.0,0.0,0.4007221460342407,1.4451119661331178,1.5611742903528125,0.010463805333333243,0.015709660586666674,0.017215289002666667,1.0000226314846572,0.6022649107420277,1.5012695943850667,1.5014781725696,0.24509803921568626,102,0.24509803921568626,0.0,0.0,0.5458096166115816,1.4780434608459474,1.6116137249035825,0.009713637013333332,0.015050998400000015,0.016000329983999924,1.1661918024633942,0.8888498778830642,1.5013871230976001,1.5015036038805332,0.24509803921568626
38,7002,7,0.5,False,True,0,3869,0.96725,0.03275,4000,0.00725,0.0,0.0,0.0,0.0,0.0,0.0,0.007844517973333298,0.012982928853333409,0.1460957594882977,0.0,0.0007844517973333298,0.0016759575583999995,0.27358490566037735,131,0.22137404580152673,0.0,0.0,0.3104397654533386,1.5283002853393555,1.7898409268138193,0.009967233706666634,0.01640947717333341,0.08452944053333329,0.8481355399003463,0.48530109647136016,1.5011474475733333,1.5014308354773334,0.27358490566037735,106,0.27358490566037735,0.0,0.0,0.47510706200350444,1.6157170447566755,1.881403923034668,0.010883032746666688,0.016947285440000015,0.08591373093333332,1.0477275043631324,0.7178915619698871,1.50119254128,1.5014773583853334,0.27358490566037735
39,7003,7,0.5,False,True,3,3877,0.96925,0.03075,4000,0.0065,0.0,0.0,0.0,0.0,0.0,0.0,0.0071199293866667235,0.013669750506666745,0.12021755868692506,0.0,0.0008252822826666728,0.001665873600000012,0.25,123,0.21138211382113822,0.0,0.0,0.5585657954216003,1.473468210768456,1.6565758705139157,0.010279247786666668,0.017365214464000012,0.018830592042666728,1.6054284543787443,0.8589906650770905,1.501401948416,1.5018470397184,0.25,104,0.25,0.0,0.0,0.6266245309599163,1.519815194606781,1.6864766627506056,0.010040927680000034,0.01734705454933334,0.018828442357333396,1.6676804950838866,0.9640735843837438,1.5014510840256001,1.5018437876842667,0.25
40,7004,7,0.5,False,True,0,3875,0.96875,0.03125,4000,0.00625,0.0,0.0,0.0,0.0,0.0,0.0,0.007262122026666651,0.01290952554666669,0.15910649576147695,0.0,0.0007636989226666669,0.0017906147839999997,0.2336448598130841,125,0.2,0.0,0.0,0.40646761655807495,1.3948351279640812,1.732586736565725,0.010370625066666639,0.016005955050666643,0.018277330090666632,0.665172261609461,0.599395085461494,1.5010572517013334,1.501335955584,0.2336448598130841,107,0.2336448598130841,0.0,0.0,0.5106249451637268,1.4783887863159184,1.768434735638424,0.010370625066666639,0.015978771882666675,0.017440376287999975,0.7767425651520868,0.7662958339162569,1.5012076068736,1.5014178253333335,0.2336448598130841
41,8000,8,0.5,False,True,0,3881,0.97025,0.02975,4000,0.0065,0.0,0.0,0.0,0.0,0.0,0.0,0.006537358506666702,0.013617730623999937,0.14571155443260175,0.0,0.0006637837226666666,0.0017567773013333456,0.2524271844660194,119,0.2184873949579832,0.0,0.0,0.413260817527771,1.5413237571716312,1.8599678461776272,0.010996240853333283,0.019296432213333325,0.02186575383466666,0.6684699320696169,0.5786350220770052,1.5011107812650668,1.5016772347306666,0.2524271844660194,103,0.2524271844660194,0.0,0.0,0.5248318910598755,1.6715142250061035,1.9380503790145147,0.0111432181333333,0.019296432213333325,0.023019907818666616,0.7721645432239909,0.7599043298608165,1.5012162831488,1.5017164424960001,0.2524271844660194
42,8001,8,0.5,False,True,0,3871,0.96775,0.03225,4000,0.00475,0.0,0.0,0.0,0.0,0.0,0.0,0.009478298453333367,0.014557380693333455,0.14729882501238262,0.0,0.0009478298453333367,0.001763763258399992,0.168141592920354,129,0.14728682170542637,0.0,0.0,0.42030556227307914,1.1275840044021608,1.3491228166146916,0.01141881493333341,0.09222472938666673,0.21223030389333336,1.131720135069105,0.6656145193385187,1.501020057408,1.5012748150890667,0.168141592920354,113,0.168141592920354,0.0,0.0,0.4908759593963623,1.1589588403701783,1.436033463478087,0.01141881493333341,0.08198670899199995,0.2109268128,1.2914761309652378,0.7627418731823175,1.5010541158016,1.5013788633621332,0.168141592920354
43,8002,8,0.5,False,True,1,3880,0.97,0.03,4000,0.00725,0.0,0.0,0.0,0.0,0.0,0.0,0.006159662720000014,0.01305745365333344,0.1177312814257641,0.0,0.0006772524053333285,0.0016710517119999935,0.2871287128712871,120,0.24166666666666667,0.0,0.0,0.3823835068389304,1.7309074521064762,2.0568387294706443,0.00978576480000004,0.01693553770666667,0.09699974242666663,0.5645662638164022,0.5716603326755891,1.5011001621717333,1.5013521608682667,0.2871287128712871,101,0.2871287128712871,0.0,0.0,0.5202583465626126,1.8167083263397217,2.0695343017578125,0.010451986133333424,0.017327461546666756,0.100114304,0.6904228162037783,0.7806701782545856,1.5011156179413334,1.501525218624,0.2871287128712871
44,8003,8,0.5,False,True,2,3885,0.97125,0.02875,4000,0.00825,0.0,0.0,0.0,0.0,0.0,0.0,0.003727872319999992,0.013047863679999994,0.14017455212408253,0.0,0.0003190364117333331,0.0015781415647999955,0.336734693877551,115,0.28695652173913044,0.0,0.0,0.47935736179351807,1.5774939767850196,1.7772682189941402,0.0103257451733334,0.015867941589333336,0.018482881898666648,0.7614278938303954,0.7202435472876104,1.5012736245013334,1.5013882724885332,0.336734693877551,98,0.336734693877551,0.0,0.0,0.675961571027153,1.6138284573326198,1.8740909039974207,0.009566182399999956,0.015240851136000088,0.017687603834666735,0.9337079260474505,1.014903481938063,1.5013018761077332,1.5014126392042668,0.336734693877551
45,8004,8,0.5,False,True,1,3880,0.97,0.03,4000,0.0065,0.0,0.0,0.0,0.0,0.0,0.0,0.00874248362666663,0.014187237760000082,0.14564508092815576,0.0,0.0008742483626666631,0.0017030258133333255,0.2524271844660194,120,0.21666666666666667,0.0,0.0,0.2830063998699188,1.4642606573175847,1.9138173460603658,0.010706658879999997,0.017792463616000075,0.019470594975999997,0.575501105905948,0.41827677571752114,1.50138539296,1.5017030258133333,0.2524271844660194,103,0.2524271844660194,0.0,0.0,0.42059290409088135,1.5371095333241336,1.9330037825838988,0.010919102719999962,0.01856136183466672,0.01938601252266667,0.6897381234149815,0.6323671151976553,1.501459878784,1.5017030258133333,0.2524271844660194
46,9000,9,0.5,False,True,0,3878,0.9695,0.0305,4000,0.00575,0.0,0.0,0.0,0.0,0.0,0.0,0.008054116906666686,0.012599166720000055,0.11744483053019625,0.0,0.0008054116906666686,0.001533541237333317,0.22115384615384615,122,0.1885245901639344,0.0,0.0,0.24043346921401043,1.3799626231193547,1.6712449610233302,0.00995446997333338,0.017131764543999943,0.021778671391999998,0.5455798319778437,0.3408791659044923,1.5008125980031999,1.5012512888533334,0.22115384615384615,104,0.22115384615384615,0.0,0.0,0.3759467601776123,1.4113236784934997,1.7980860209029317,0.00995446997333338,0.01777456652800007,0.024812947295999928,0.6398378109354448,0.5421448994893259,1.5009861426986666,1.5012586224992,0.22115384615384615
47,9001,9,0.5,False,True,1,3875,0.96875,0.03125,4000,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0.008312923520000015,0.012797929173333333,0.1509480549010956,0.0,0.0008312923520000016,0.001667905238399988,0.1981981981981982,125,0.176,0.0,0.0,0.351126479938542,1.546770691871643,1.7947645425796506,0.010888055893333304,0.016217307349333382,0.01900219349333332,1.0445517629214602,0.5254505824606625,1.5010344836181333,1.5011657690026667,0.1981981981981982,111,0.1981981981981982,0.0,0.0,0.4431525468826294,1.6084635257720947,1.8637252449989319,0.010784285439999985,0.016409353173333363,0.019449871359999982,1.1941830304173804,0.665938196387944,1.5010888055893332,1.5011689138133333,0.1981981981981982
48,9002,9,0.5,False,True,3,3878,0.9695,0.0305,4000,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.005955112959999953,0.012466059093333426,0.14405751170964348,0.0,0.0005955112959999953,0.0015131485258666607,0.297029702970297,122,0.2459016393442623,0.0,0.0,0.38850131153034295,1.3731322407722475,1.5942852015334825,0.011019016959999961,0.01736466843733342,0.02096773690666653,0.8442885127979272,0.5837874514235144,1.5012222023253334,1.5013269140522665,0.297029702970297,101,0.297029702970297,0.0,0.0,0.5366464853286743,1.4615768194198608,1.8237285614013672,0.011019016959999961,0.0175539225600001,0.0722448957866666,1.079052900817351,0.8380606529142641,1.5012418953386666,1.5013307845333332,0.297029702970297
49,9003,9,0.5,False,True,1,3886,0.9715,0.0285,4000,0.00625,0.0,0.0,0.0,0.0,0.0,0.0,0.009180572586666713,0.01469346133333338,0.11692415524733035,0.0,0.0009180572586666713,0.0017614125290666444,0.26881720430107525,114,0.21929824561403508,0.0,0.0,0.29724228382110596,1.46890502091174,1.9847890978909266,0.011086948693333376,0.01802771332266664,0.019941660000000094,0.5616543791978365,0.41047885500699255,1.5012182703786667,1.5014256788064,0.26881720430107525,93,0.26881720430107525,0.0,0.0,0.5553079843521118,1.7074832201004024,2.3786792526682303,0.012109069120000093,0.018035537642666674,0.051445136981332636,0.7097485390314987,0.7028280005280294,1.5013662942890666,1.5014729363839998,0.26881720430107525
50,9004,9,0.5,False,True,1,3875,0.96875,0.03125,4000,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.006312333866666631,0.01413654293333333,0.15513857488674754,0.0,0.0006546465066666674,0.0017452922026666596,0.16666666666666666,125,0.144,0.0,0.0,0.31572920083999634,1.1339839556970772,1.4844339068580839,0.010037822933333329,0.01742198502399992,0.10358428603733313,0.5390712783070145,0.46125924734029305,1.5008501464576,1.5011435185450668,0.16666666666666666,108,0.16666666666666666,0.0,0.0,0.3967553377151489,1.2399813688646726,1.5057108998298643,0.01080246160000009,0.017503518762666603,0.11556513974399997,0.6422925691567728,0.5961308914740567,1.5009311240832002,1.5013332531413333,0.16666666666666666
